id,symbol,interval,open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,rsi,adx,super_trend,cci,macd,macd_signal,stoch_rsi,volume_sma,volatility_band_width,momentum,trend_direction,open_time_dt,ema_9,ema_21,ema_50,ema_200,sma_10,sma_20,sma_50,sma_200,rsi_7,rsi_14,rsi_21,macd_line,macd_histogram,macd_crossover,bollinger_upper,bollinger_middle,bollinger_lower,bollinger_width,bollinger_pct_b,atr,atr_percent,stoch_k,stoch_d,stoch_crossover,adaptive_rsi_period,adaptive_rsi,ema_20,ema_20_4x,ema_20_12x,ema_20_24x,ema_alignment,ha_close,ha_open,ha_high,ha_low,ha_trend,supertrend_direction,supertrend_upper,supertrend_lower,supertrend,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,cloud_strength,body_size,range_size,upper_shadow,lower_shadow,body_position,body_range_ratio,engulfing_pattern,doji_pattern,hammer_pattern,shooting_star_pattern,volume_ma,volume_ratio,obv,price_volume_trend,volume_oscillator,positive_volume_index,negative_volume_index,volume_price_confirmation,momentum_3,momentum_5,momentum_10,momentum_20,momentum_50,momentum_accel_3,momentum_accel_5,momentum_accel_10,momentum_accel_20,momentum_accel_50,volume_roc_3,volume_roc_5,volume_roc_10,volume_roc_20,volume_roc_50,price_new_high,price_new_low,momentum_new_high,momentum_new_low,bullish_divergence,bearish_divergence,nearest_support,nearest_resistance,support_distance,resistance_distance,in_support_zone,in_resistance_zone,broke_support,broke_resistance,di_pos,di_neg,market_regime,regime_duration,regime_strength,atr_14,atr_14_pct,atr_50,atr_50_pct,volatility_regime,volatility_percentile,volatility_ratio,volatility_trend,trend_strength,trend_alignment,multi_timeframe_agreement,trend_health,close_zscore,close_percentile,rsi_14_zscore,rsi_14_percentile,macd_line_zscore,macd_line_percentile,keltner_middle,keltner_upper,keltner_lower,keltner_width,keltner_position,returns,std_5,std_20,std_50,volatility_5,rel_vol_5_50,volatility_20,rel_vol_20_50,volatility_50,reg_slope_20,reg_intercept_20,reg_r2_20,reg_line_20,reg_deviation_20,reg_forecast_20,reg_slope_50,reg_intercept_50,reg_r2_50,reg_line_50,reg_deviation_50,reg_forecast_50,reg_slope_100,reg_intercept_100,reg_r2_100,reg_line_100,reg_deviation_100,reg_forecast_100,avg_slope,slope_direction,significant_slope,long_signal,short_signal,strategy_name
1999175,ETHFIUSDT,5m,2025-05-05 20:30:00,0.5116,0.5118,0.5058,0.5059,162853.1,1746477299999,82796.88675,823,63066.7,32053.48552,,0.0,,,,,,,,,0,2025-05-05 20:30:00,0.5119684774997432,0.5154618923969242,,,0.5125900000000001,0.516305,,,12.7858972058458,15.376752479202025,16.283646016110396,,,0,0.5257099933545961,0.516305,0.5069000066454039,3.6431928238526075,-0.05316360191340295,0.002292764371180635,0.44103964061996787,0.714285714285635,5.21966951100817,0,14,15.42288557213925,0.5152379209506464,0.516696739997881,,,0,0.508775,0.5122835303872824,0.5122835303872824,0.5058,-1,False,0.515678293113542,0.5019217068864581,0.515678293113542,0.51125,,,,0.5189,,0.005700000000000038,0.006000000000000005,0.033333333333329634,0.016666666666664817,0.016666666666664817,0.9500000000000055,0,0,0,0,81978.755,1.986528094992416,-885626.7999999999,-5479.267392555719,-20.75999446441948,965.187960555047,1000.2797949447827,0,-1.403235236795941,-1.1721039265481514,-1.7860609590370724,-3.1955606582472096,,-1.403235236795941,-0.7633845804991046,-1.0104162043347298,-0.6807959411582409,,475.96552407090417,61.22680521578836,114.29815892633206,263.71759881718657,,False,True,False,True,False,False,,0.5167,,2.1348092508400933,False,False,False,False,4.690903252177862,46.10540734318015,,0,0,0.0022312195418964175,0.44103964061996787,0.0,0.0,high,95.83333333333334,inf,0,0,0,0,0,,,,,,,0.5152379209506464,0.5198234496930076,0.5106523922082851,1.7799655483046357,-0.518194572022008,-0.011334766464725532,0.005328843355924669,0.0031025444928632386,0.0029905743725222736,0.08459276577237315,1.7818795629651174,0.049251366957774836,1.0374410084463235,0.04747389640162183,-0.0007097744360902236,0.5238828571428571,0.9314003631886151,0.5103971428571429,0.2552634083262929,0.5068482706766917,,,,,,,,,,,,,-0.0007097744360902236,-1.0,0,False,True,volatility_breakout
1999179,ETHFIUSDT,5m,2025-05-05 20:50:00,0.5074,0.509,0.5073,0.509,78334.7,1746478499999,39837.07089,477,35870.4,18242.91849,,71.13304944770849,,,,,,,,,0,2025-05-05 20:50:00,0.5097749283838948,0.513170611568147,,,0.5099199999999999,0.5133050000000001,,,39.153977678807365,33.10831835378468,31.218375949651872,-0.0035727495706459056,,0,0.5214628122067133,0.5133050000000001,0.5051471877932869,3.1785438313334904,0.2361424919503869,0.0024740227039316185,0.4696004066336537,34.18803418803409,25.822733696749278,1,14,35.54502369668256,0.5129273466107701,0.5139766200979213,,,0,0.5081749999999999,0.5079255331492052,0.509,0.5073,1,False,0.5155720681117948,0.5007279318882052,0.5155720681117948,0.5092,0.5155000000000001,,,0.5154,,0.0016000000000000458,0.0017000000000000348,0.0,0.058823529411757024,0.058823529411757024,0.9411764705882429,0,0,0,0,156134.32,0.5017135246113731,-1656505.0999999999,-4752.374662487523,34.71583954123603,969.1944731408656,1002.248849659241,0,0.07864726700745894,-0.5276529216337811,-0.9342156481121133,-2.6023727516264694,,-0.19808726550885059,0.3903158283662278,0.6373792296527236,0.4736685170017352,,-78.07790621723987,395.02164365382794,29.077316512930018,109.20829839170585,,False,False,False,False,False,False,,0.5167,,1.5127701375245657,False,False,False,False,9.077957215196502,33.67827478574743,,0,0,0.0023902660697652975,0.4696004066336537,0.0,0.0,high,96.42857142857143,inf,0,0,0,0,0,,,,,,,0.5129273466107701,0.5178753920186333,0.5079793012029069,1.9293357784715564,0.10314161582582226,0.0033510743150011457,0.006443289165613893,0.00354088476590764,0.003162283661389336,0.10228404454494738,2.037543071889718,0.05620980307037265,1.1197239542868735,0.05019969685847382,-0.0007364661654135324,0.5209814285714287,0.9216047518528804,0.5069885714285716,0.06142713839700103,0.503306240601504,,,,,,,,,,,,,-0.0007364661654135324,-1.0,0,False,True,adaptive_trend
1999180,ETHFIUSDT,5m,2025-05-05 20:55:00,0.5091,0.5102,0.5089,0.5098,64010.4,1746478799999,32633.9395,367,42450.1,21645.43921,,69.21339192159904,,,,,,,,,0,2025-05-05 20:55:00,0.5097799427071159,0.5128641923346791,,,0.50971,0.51278,,,44.018051127898204,36.26103773295848,33.82997319137684,-0.00337944645707855,,0,0.5204035424836488,0.51278,0.5051564575163512,2.9734164685240554,0.30455280426445025,0.002356620433538453,0.4535876661288577,41.0256410256411,31.623931623931508,0,14,35.54502369668256,0.5126295040764111,0.5139766200979213,,,0,0.5095000000000001,0.5080502665746025,0.5102,0.5080502665746025,1,False,0.5166198613006153,0.5024801386993846,0.5166198613006153,0.5092,0.51505,,,0.5154,,0.0007000000000000339,0.0012999999999999678,0.3076923076922814,0.1538461538461407,0.1538461538461407,0.5384615384615778,0,0,0,0,132017.775,0.4848619816536069,-1592494.7,-4651.768925748824,56.52273339707477,969.1944731408656,1003.8240934308076,0,0.35433070866142113,0.7709033405811416,-0.4102363742918502,-2.018066500096094,,0.2756834416539622,1.2985562622149227,0.5239792738202631,0.5843062515303754,,-94.2282831833096,-60.694392676590134,-36.628825041803324,-88.28380720988876,,False,False,True,False,False,False,,0.5167,,1.3534719497842325,False,False,False,False,12.481357863057445,32.301114782807744,,0,0,0.002312389921924917,0.4535876661288577,0.0,0.0,high,93.10344827586206,inf,0,0,0,0,0,,,,,,,0.5126295040764111,0.517342744943488,0.5079162632093341,1.8388488487679304,0.1998345558598787,0.001571709233791685,0.0028986912872774368,0.0035184032215357084,0.0031427129721660146,0.046015297642114705,0.9223531747729435,0.05585291961739188,1.1195432903663363,0.04988902179844758,-0.0006716541353383454,0.5196857142857144,0.9015620445676774,0.5069242857142858,0.4094722514210142,0.5035660150375941,,,,,,,,,,,,,-0.0006716541353383454,-1.0,0,False,True,adaptive_trend
1999182,ETHFIUSDT,5m,2025-05-05 21:05:00,0.5124,0.5125,0.5113,0.5122,53482.2,1746479399999,27366.09938,380,26342.8,13482.49301,,62.61529653489007,,,,,,,,,0,2025-05-05 21:05:00,0.5106831633325543,0.5127654482104785,,,0.50969,0.512045,,,55.873345150362546,44.761543346360426,41.039963645928836,-0.0026527209987895484,,0,0.5181413841742462,0.512045,0.5059486158257538,2.3811907837186905,0.5127124534453393,0.002316862551166153,0.44744349784175486,66.05504587155936,58.32353171802691,0,14,42.592592592592624,0.5125688230648172,0.5126076465453243,,,0,0.5121,0.5099500666436507,0.5125,0.5099500666436507,1,False,0.5188505876534985,0.5049494123465016,0.5188505876534985,0.5089,0.51475,,,0.5156,,0.00019999999999997797,0.0011999999999999789,0.08333333333332563,0.7500000000000231,0.7500000000000231,0.16666666666665125,0,0,1,0,136369.16499999998,0.39218689943580726,-1511734.4,-3988.0020849158113,55.73778720431412,974.1374029764212,1003.4322807479697,-1,0.6286836935166962,0.8267716535433012,-0.17540440459949957,-1.405197305101058,,-0.37663860098360313,0.0796226169723413,-0.31220331020823666,0.018427165849321803,,-31.72604222649733,-95.17759437320187,89.15147056743106,75.84672898425401,,False,False,True,False,False,False,,0.5167,,0.8785630613041897,False,False,False,False,18.18302614946558,28.03488562707545,,0,0,0.0022918055959454684,0.44744349784175486,0.0,0.0,high,96.7741935483871,inf,0,0,0,0,0,,,,,,,0.5125688230648172,0.5172025481671495,0.5079350979624849,1.8080401670260489,0.46020231491164787,-0.0003903200624512104,0.0026520724761008017,0.0037753757754293692,0.003224673842056045,0.04210034538409207,0.8224312305674443,0.0599322324456225,1.1707775608779702,0.051190110272252835,-0.0005058646616541353,0.5172157142857143,0.7128615026116659,0.5076042857142857,0.9447741913695329,0.5050749624060151,,,,,,,,,,,,,-0.0005058646616541353,-1.0,0,False,True,adaptive_trend
1999194,ETHFIUSDT,5m,2025-05-05 22:05:00,0.5151,0.5162,0.5148,0.5162,34356.8,1746482999999,17707.9688,268,20717.3,10677.286,,31.380632270782975,,,,-0.0007239735633307453,,,,,0,2025-05-05 22:05:00,0.5145105990541048,0.5139609394815555,,,0.5144299999999999,0.512275,,,63.52181551459802,55.97028645488813,52.038373149886624,7.709912557607446e-06,0.0007316834758883527,0,0.5183914940938416,0.512275,0.5061585059061585,2.3879729027735173,0.8208537390685867,0.002147339734799033,0.42033799129554195,87.01298701298707,81.71294123101376,1,14,67.3913043478262,0.5139394614777066,0.5137015100543073,,,0,0.515575,0.514968725602208,0.5162,0.5148,1,False,0.5219420192043972,0.5090579807956029,0.5219420192043972,0.514,0.5111,,,0.5106,,0.0010999999999999899,0.0013999999999999568,0.0,0.2142857142856973,0.2142857142856973,0.7857142857143027,0,0,0,0,126826.05500000001,0.2708970171783708,-1408219.6,-3799.2468337538166,-68.56382546945893,973.1763535930986,1012.2672012935968,0,0.01937608990505435,0.7612726917821666,0.44755789064019336,0.8794215360562685,,-0.38990085416041875,0.3911187856843634,0.23359173619552642,0.2544215360562818,,-28.169231991503263,-49.55741168421407,8.619212468977743,117.11144111978263,,True,False,True,False,False,False,0.516,,0.038759689922476345,,True,False,False,False,24.073386150515375,21.230462418423972,,0,0,0.0021697847110675877,0.42033799129554195,0.0,0.0,high,93.02325581395348,inf,0,0,0,0,0,,,,,,,0.5139394614777066,0.5182341409473047,0.5096447820081086,1.671278347550801,0.7631789564617872,0.0019409937888199558,0.0030461669768121124,0.004057580606475378,0.0032368687427175224,0.04835640163573384,0.9410844921239204,0.06441209525599492,1.2535511721333576,0.05138369831873327,0.0004001503759398481,0.5082485714285714,0.6227994094729703,0.5158514285714285,-0.12628220750159724,0.5178521804511277,,,,,,,,,,,,,0.0004001503759398481,1.0,0,True,False,adaptive_trend
1999195,ETHFIUSDT,5m,2025-05-05 22:10:00,0.5163,0.5166,0.5157,0.5166,22518.0,1746483299999,11623.04658,196,13973.7,7213.3504,,29.791927952884407,,,,-0.0005391700087203572,,,,,0,2025-05-05 22:10:00,0.5149284792432839,0.5142008540741414,,,0.5145500000000001,0.51281,,,65.31096301370262,57.01376246175874,52.85680626690437,0.0002000442097211952,0.0007392142184415524,0,0.5184562022634686,0.51281,0.5071637977365314,2.2020640250652557,0.8356238249311043,0.00202260576131912,0.4024556335915954,90.62499999999925,84.51386715693918,0,14,62.96296296296309,0.5141928460988774,0.5137015100543073,,,0,0.5163,0.5152718628011039,0.5166,0.5152718628011039,1,False,0.5222178172839573,0.5100821827160427,0.5222178172839573,0.514,0.5111,,,0.5109,,0.00029999999999996696,0.0008999999999999009,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,0,0,0,119809.3,0.1879486817801289,-1385701.6,-3781.797782998296,-67.34750975091251,973.1763535930986,1013.0516005197057,0,0.36914707596655827,0.6821282401091366,0.2328288707799775,2.115042498517483,,0.3497709860615039,-0.07914445167302997,-0.21472901986021586,1.2356209624612147,,-42.29512565763004,303.1437983385849,-24.948505836005253,-86.17281464092486,,True,False,True,False,False,False,0.516,,0.11627906976742905,,True,False,False,False,24.70743522085926,20.5696643997278,,0,0,0.0020790858031341816,0.4024556335915954,0.0,0.0,normal,52.27272727272727,inf,0,0,0,0,0,,,,,,,0.5141928460988774,0.5182380576215156,0.5101476345762391,1.5734219382198016,0.7975312771225164,0.0007748934521503159,0.0030638531538328567,0.0029630299028206666,0.003203450102781561,0.04863716099197597,0.9564229363749127,0.04703664150066819,0.9249496036313669,0.05085319385618588,0.0004539097744360892,0.507962857142857,0.7324628278124848,0.5165871428571427,-0.07494241049080036,0.5188566917293231,,,,,,,,,,,,,0.0004539097744360892,1.0,0,True,False,adaptive_trend
1999196,ETHFIUSDT,5m,2025-05-05 22:15:00,0.5167,0.519,0.5166,0.5175,278736.6,1746483599999,144313.20936,1281,106391.3,55103.63823,,29.386716163927044,,,,-0.00034728627905990586,,,,,0,2025-05-05 22:15:00,0.5154427833946271,0.5145007764310376,,,0.51474,0.5132549999999999,,,69.26770096373073,59.348206766919446,54.683709149970824,0.0004202486395818994,0.0007675349186418053,0,0.5189067165534018,0.5132549999999999,0.507603283446598,2.2023035541404994,0.8755496192961838,0.002060345185187215,0.4061851682642434,81.70731707317,86.44843469538544,-1,14,65.68047337278117,0.5145078131370795,0.5137015100543073,,,0,0.51745,0.515785931400552,0.519,0.515785931400552,1,False,0.5239810355555616,0.5116189644444384,0.5239810355555616,0.5155000000000001,0.512,,,0.5138,,0.0007999999999999119,0.0024000000000000687,0.6250000000000058,0.041666666666707146,0.041666666666707146,0.3333333333332871,0,0,0,0,115879.51999999999,2.4054000223680596,-1106965.0,-3296.1939502456557,-45.80292531415387,974.8717827805431,1013.0516005197057,1,0.44642857142855874,0.2712652586707831,0.3685027152831699,1.7499016909162224,,0.07728149546200047,-0.41086298143835354,0.13567384450319242,-0.3651408076012608,,430.01321531455295,482.76277331058617,565.0726425471299,-21.995107074033637,,True,False,False,False,False,True,0.516,,0.2906976744185942,,True,False,False,False,30.885231096682205,18.881912252242106,,0,0,0.002102008245767459,0.4061851682642434,0.0,0.0,normal,51.11111111111111,inf,0,0,0,0,0,,,,,,,0.5145078131370795,0.5186285035074539,0.5103871227667051,1.6017989484939334,0.8630686358325648,0.0017421602787457413,0.001886066026610944,0.0027935493756281954,0.003181696962228842,0.02994036997596173,0.5927861920859104,0.0443462215385518,0.8780061108243503,0.05050787345536311,0.00041503759398496103,0.5088671428571429,0.7186437467210984,0.5167528571428571,-0.029580318859256775,0.5188280451127819,,,,,,,,,,,,,0.00041503759398496103,1.0,0,True,True,divergence_reversal
1999197,ETHFIUSDT,5m,2025-05-05 22:20:00,0.5176,0.5176,0.5162,0.5162,65477.4,1746483899999,33833.30434,366,16564.0,8565.18145,,28.755637651817803,,,,-0.0001809729000874644,,,,,0,2025-05-05 22:20:00,0.5155942267157018,0.5146552513009433,,,0.5151199999999999,0.513665,,,58.09989143310094,54.725176075724846,51.648132355976564,0.00048428061580230164,0.000665253515889766,0,0.5189072418868264,0.513665,0.5084227581131737,2.041113132810807,0.7417858670705729,0.001994310666668489,0.39749414948493006,65.853658536585,79.3953252032514,0,14,56.44171779141111,0.514668973790691,0.514668973790691,,,0,0.5168999999999999,0.516617965700276,0.5176,0.5162,1,False,0.5228829320000054,0.5109170679999945,0.5228829320000054,0.5155000000000001,0.512,,,0.5117,,0.0013999999999999568,0.0013999999999999568,0.0,0.0,0.0,1.0,-1,0,0,0,63701.604999999996,1.0278767701378955,-1172442.4,-3460.6782401007254,1.123260552069298,974.8717827805431,1010.506736595695,-1,0.0,0.2914319020788758,0.7416081186573109,1.6141732283464494,,-0.44642857142855874,0.02016664340809271,0.373105403374141,-0.135728462569773,,90.58061286266472,67.79310503886202,32.70894685959007,-94.09600610692695,,False,False,False,False,False,False,0.516,0.5172,0.038759689922476345,0.1937233630375825,True,True,False,False,29.371299999796292,19.356872598935848,,0,0,0.0020518647996412087,0.39749414948493006,0.0,0.0,normal,52.17391304347826,inf,0,0,0,0,0,,,,,,,0.514668973790691,0.518657595124028,0.510680352457354,1.549975435262633,0.6919242366419508,-0.0025120772946859438,0.001799653470661459,0.0028601318753951705,0.0031634291610309487,0.028568613176786977,0.5688932418119833,0.04540318595486639,0.9041238889202959,0.05021788110154554,0.00041556390977443513,0.5093071428571428,0.7190623379709127,0.5172028571428571,0.057451897846111585,0.5192806766917293,,,,,,,,,,,,,0.00041556390977443513,1.0,0,True,False,adaptive_trend
1999198,ETHFIUSDT,5m,2025-05-05 22:25:00,0.5161,0.5162,0.5144,0.5152,64095.5,1746484199999,33024.77574,307,36936.0,19029.75831,,27.11690637960286,,,,-5.494688579986698e-05,,,,,0,2025-05-05 22:25:00,0.5155153813725615,0.5147047739099484,,,0.51531,0.51406,,,50.75597336410067,51.407837190962844,49.4317963635773,0.0004491571713505227,0.0005041040571503897,0,0.5184447006739339,0.51406,0.509675299326066,1.7059100781752823,0.629997471295712,0.0019748796000016427,0.39477376879070175,53.65853658536546,67.07317073170682,0,14,53.801169590643234,0.5147195477153871,0.514668973790691,,,0,0.515475,0.516758982850138,0.516758982850138,0.5144,-1,False,0.5212246388000049,0.509375361199995,0.5212246388000049,0.5156000000000001,0.512,,,0.5096,,0.0009000000000000119,0.0018000000000000238,0.055555555555548704,0.4444444444444513,0.4444444444444513,0.5,0,0,0,0,62030.90499999999,1.033283328689143,-1236537.9,-3584.846198256477,9.352588036560167,974.8717827805431,1008.5491489618405,-1,-0.27100271002709064,0.0,0.3701539060978032,1.5572639463828253,,-0.27100271002709064,-0.2914319020788758,-0.3714542125595077,-0.0569092819636241,,184.64117594813038,21.876574666527215,114.05909247267299,-34.26743035293997,,False,False,False,False,False,False,0.5108,0.516,0.8613938919342128,0.15527950310559452,False,True,False,False,27.504538765126036,24.482333987295416,,0,0,0.0020338744568096953,0.39477376879070175,0.0,0.0,normal,53.191489361702125,inf,0,0,0,0,0,,,,,,,0.5147195477153871,0.5186693069153904,0.5107697885153838,1.5347228282020868,0.5608204526256321,-0.0019372336303757898,0.00208964293569385,0.0028852208328400573,0.003137723434097659,0.03317205322061319,0.6659742260856033,0.04580146080718471,0.9195268140863996,0.04980981533713183,0.0003746616541353378,0.5101057142857143,0.6793538186449571,0.5172242857142857,-0.19803511601764084,0.5190975939849624,,,,,,,,,,,,,0.0003746616541353378,1.0,0,True,False,adaptive_trend
1999199,ETHFIUSDT,5m,2025-05-05 22:30:00,0.5153,0.5165,0.5152,0.5157,32051.9,1746484499999,16531.04134,346,14596.5,7526.83655,,25.739684661657986,,,,4.732373992669456e-05,,,,,0,2025-05-05 22:30:00,0.5155523050980492,0.5147952490090439,,,0.5156499999999999,0.5143949999999999,,,54.13760303414281,52.943777781202115,50.545942630199335,0.00045640624283294073,0.00040908250290624617,0,0.5181624792633797,0.5143949999999999,0.5106275207366202,1.4648195504931911,0.6731927249984946,0.0019073916400014755,0.38422626580412206,59.75609756097591,59.756097560975455,1,14,50.93167701863379,0.5148129241234455,0.514668973790691,,,0,0.5156750000000001,0.516116991425069,0.5165,0.5152,-1,False,0.5215721749200043,0.5101278250799955,0.5215721749200043,0.51615,0.512,,,0.509,,0.00040000000000006697,0.0012999999999999678,0.6153846153845628,0.07692307692307035,0.07692307692307035,0.30769230769236683,0,0,0,0,59716.765,0.5367320215688174,-1204486.0,-3553.7399288465376,7.551907743160576,974.8717827805431,1009.5279427787677,0,-0.3478260869565042,-0.09686168151877839,0.6636736287331857,1.3163064833005889,,-0.07682337692941354,-0.09686168151877839,0.2935197226353825,-0.24095746308223642,,-88.50100776144933,-6.708715596330284,-52.94146147374788,-59.083394715241134,,False,False,False,False,False,False,0.5108,0.516,0.9592795614722035,0.05817335660266956,False,True,False,False,27.295976305624357,23.329095732147287,,0,0,0.0019814548527518575,0.38422626580412206,0.0,0.0,normal,50.0,inf,0,0,0,0,0,,,,,,,0.5148129241234455,0.5186277074034484,0.5109981408434425,1.4820075803257098,0.6162681876588648,0.0009704968944099779,0.001901042899264941,0.0028218430010051015,0.0031100582042867505,0.03017812045872149,0.6112563734802897,0.044795368917166116,0.9073280355703995,0.04937064342887314,0.00029609022556390896,0.5112471428571428,0.6064847433997794,0.516872857142857,-0.3236496402817831,0.5183533082706766,,,,,,,,,,,,,0.00029609022556390896,1.0,0,True,False,adaptive_trend
