time,balance
1748603700000,1000.0
2025-05-30 16:30:00,1033.5271686844835
2025-05-30 16:30:00,1066.91978155124
2025-05-30 16:30:00,1100.2217244532942
2025-05-30 16:30:00,1133.2949350317522
2025-05-30 16:30:00,1165.6646734576186
2025-05-30 18:15:00,1136.4826104402573
2025-05-30 18:15:00,1107.1629970054903
2025-05-30 18:15:00,1077.668748584475
2025-05-30 18:15:00,1048.0059727755586
2025-05-30 18:45:00,1018.2060352510704
2025-05-30 20:45:00,995.0634933203488
2025-05-30 20:45:00,972.3076958671218
2025-05-30 22:15:00,999.2131981750481
2025-05-30 22:30:00,1034.264838779307
2025-05-30 22:30:00,1069.0722132674189
2025-05-30 22:30:00,1102.027386661377
2025-05-30 22:30:00,1134.156983413394
2025-05-30 22:30:00,1164.2144706038312
2025-05-30 22:30:00,1193.1919140475884
2025-05-30 22:30:00,1221.0844905442248
2025-05-30 22:30:00,1245.3125180162633
2025-05-30 22:30:00,1269.322972074843
2025-05-30 22:30:00,1293.4829517479006
2025-05-30 22:45:00,1262.0178377287873
2025-05-30 23:00:00,1288.2674164948266
2025-05-31 01:30:00,1327.2422206412039
2025-05-31 01:30:00,1369.1999029636042
2025-05-31 01:30:00,1412.2424964559552
2025-05-31 01:30:00,1455.3569353220437
2025-05-31 01:30:00,1498.3648267279505
2025-05-31 01:30:00,1541.3570212172249
2025-05-31 01:30:00,1584.7409468858464
2025-05-31 01:30:00,1628.1837462621284
2025-05-31 01:30:00,1671.57573677538
2025-05-31 03:45:00,1630.017473616389
2025-05-31 04:15:00,1588.824025598871
2025-05-31 04:15:00,1547.4707399980864
2025-05-31 04:15:00,1505.946509560123
2025-05-31 04:15:00,1464.1375944029114
2025-05-31 08:45:00,1422.7915312599632
2025-05-31 08:45:00,1380.9695408138964
2025-05-31 08:45:00,1347.2974705627723
2025-05-31 10:00:00,1314.719142207696
2025-05-31 10:00:00,1282.4121722947157
2025-05-31 10:00:00,1241.2291171567454
2025-05-31 10:00:00,1199.181435560092
2025-05-31 10:00:00,1157.7674761591925
2025-05-31 10:00:00,1116.057146834308
2025-05-31 10:00:00,1079.9629449964025
2025-05-31 10:00:00,1044.8739593325809
2025-05-31 10:00:00,1011.9980245396149
2025-05-31 10:00:00,980.1010446193216
2025-05-31 10:00:00,949.5686490892349
2025-05-31 10:00:00,919.7265067380947
2025-05-31 10:00:00,890.5596696459894
2025-05-31 10:00:00,862.2254866893749
2025-05-31 10:00:00,834.3783619418344
2025-05-31 10:00:00,807.0486425595161
2025-05-31 10:00:00,780.1005125061672
2025-05-31 10:00:00,753.1390930827001
2025-05-31 10:00:00,728.0581057147627
2025-05-31 10:00:00,703.4547601784658
2025-05-31 10:00:00,678.775534103293
2025-05-31 10:00:00,654.6046153030476
2025-05-31 10:45:00,666.3783882855312
2025-05-31 12:00:00,653.8998282823728
2025-05-31 12:00:00,640.9103964651594
2025-05-31 12:00:00,628.1301332870519
2025-05-31 12:15:00,615.2578852903972
2025-05-31 12:15:00,602.664676579671
2025-05-31 12:15:00,590.5092193774473
2025-05-31 13:00:00,553.2195260026301
2025-05-31 13:00:00,515.5140687237301
2025-05-31 13:00:00,478.57288184359544
2025-05-31 13:00:00,444.49856913232975
2025-05-31 13:00:00,413.04670701908105
2025-05-31 13:00:00,402.25505217621804
2025-06-01 01:15:00,395.0384764640417
2025-06-01 01:45:00,401.9978794055759
2025-06-01 01:45:00,408.95728234711004
2025-06-01 01:45:00,415.9166852886442
2025-06-01 01:45:00,422.87608823017837
2025-06-01 01:45:00,429.7106374055077
2025-06-01 01:45:00,436.5451865808371
2025-06-01 02:30:00,428.3136346467849
2025-06-01 03:45:00,420.49761279770814
2025-06-01 03:45:00,412.52116267169464
2025-06-01 04:30:00,404.46954793802365
2025-06-01 04:30:00,396.17490232863537
2025-06-01 04:30:00,388.2339384810607
2025-06-01 04:30:00,380.36550331467964
2025-06-01 04:30:00,372.41807885879246
2025-06-01 04:45:00,364.81827592282855
2025-06-01 04:45:00,357.41745812307346
2025-06-01 08:15:00,363.8606524582809
2025-06-01 09:00:00,370.044321491051
2025-06-01 09:00:00,376.22799052382106
2025-06-01 09:15:00,383.36500714402456
2025-06-01 09:15:00,389.54867617679463
2025-06-01 09:15:00,395.7323452095647
2025-06-01 09:15:00,401.91601424233477
2025-06-01 09:15:00,408.09968327510484
2025-06-01 09:30:00,414.2833523078749
2025-06-01 09:30:00,420.467021340645
2025-06-01 09:30:00,426.65069037341505
2025-06-01 09:30:00,432.8343594061851
2025-06-01 09:30:00,439.0180284389552
2025-06-01 09:30:00,445.20169747172525
2025-06-01 09:30:00,451.3853665044953
2025-06-01 09:30:00,457.68050905479294
2025-06-01 09:45:00,463.864178087563
2025-06-01 09:45:00,470.1593206378606
2025-06-01 09:45:00,476.45446318815823
2025-06-01 09:45:00,482.963572694114
2025-06-01 11:15:00,474.75264774062373
2025-06-01 11:45:00,466.08813707826056
2025-06-01 12:30:00,473.1486578122046
2025-06-01 12:30:00,481.50439651648526
2025-06-01 12:30:00,489.8601352207659
2025-06-01 12:30:00,498.2158739250466
2025-06-01 12:30:00,506.57161262932726
2025-06-01 12:30:00,514.9273513336079
2025-06-01 12:30:00,523.1410330644214
2025-06-01 12:30:00,531.3547147952349
2025-06-01 12:30:00,539.4184920794432
2025-06-01 12:30:00,547.4822693636515
2025-06-01 12:30:00,555.5460466478598
2025-06-01 13:15:00,545.5007563810067
2025-06-01 13:15:00,535.5340944695032
2025-06-01 14:00:00,525.5674325579997
2025-06-01 14:00:00,515.959791042293
