time,balance
2025-06-01 14:00:00,506.3521495265864
2025-06-01 14:00:00,496.7445080108798
2025-06-01 14:45:00,487.832763255222
2025-06-01 18:45:00,477.7372237153615
2025-06-01 20:30:00,468.21499879376694
2025-06-01 20:30:00,457.7252713311268
2025-06-02 03:00:00,465.6443629186226
2025-06-02 03:00:00,473.56345450611843
2025-06-02 03:00:00,481.48254609361425
2025-06-02 05:45:00,489.40163768111006
2025-06-02 06:00:00,480.7636970780576
2025-06-02 07:00:00,471.9843373087587
2025-06-02 07:00:00,463.0211832659592
2025-06-02 07:00:00,454.3803771598276
2025-06-02 07:00:00,445.7424365567749
2025-06-02 07:00:00,436.96242508673475
2025-06-02 07:00:00,428.15299750151803
2025-06-02 07:00:00,419.309363746751
2025-06-02 07:00:00,410.5504903418089
