config_id,time,exit_time,direction,entry_price,exit_price,outcome,entry_bar,exit_bar,bars_held,highest_price_reached,lowest_price_reached,sl,tp,rr_ratio,risk_distance_pct,reward_distance_pct,position_size,position_value,required_margin,margin_usage_pct,leverage_used,risk_amount,gross_pnl,net_pnl,price_change_pct,total_commission,commission_impact_pct,slippage_cost,gain_pct,gain_usd,commission,signal_strength,signal_passed_filter,atr,volatility_regime,leverage_effective,position_size_category
current_strategy,2025-05-30 14:30:00,2025-05-30 16:30:00,SHORT,2593.76,2549.268928571429,TP,13,21,8,2615.81,2530.0,2616.8953571428574,2549.268928571429,1.9230769230769065,0.8919621377019142,1.7153118032728973,2242.2476419827385,2242.2476419827385,747.4158806609129,74.7415880660913,3.0,20.0,39.132787789440336,33.527168684483485,1.7452482525452284,4.484495283965477,11.45968773831028,1.1211238209913692,1.7452482525452284,33.527168684483485,4.484495283965477,42,True,17.796428571428482,normal,3.0,medium
current_strategy,2025-05-30 14:45:00,2025-05-30 16:30:00,SHORT,2594.13,2550.5668622448984,TP,14,21,7,2615.81,2530.0,2616.782831632653,2550.5668622448984,1.9230769230769107,0.8732342493496097,1.6792966333646235,2290.3361858397243,2290.3361858397243,763.4453952799081,76.3445395279908,3.0,20.0,39.11845333135578,33.39261286675647,1.7079786615262105,4.580672371679449,11.709748166366705,1.1451680929198622,1.7079786615262105,33.39261286675647,4.580672371679449,42,True,17.425255102040726,normal,3.0,medium
current_strategy,2025-05-30 15:30:00,2025-05-30 16:30:00,SHORT,2602.17,2559.0837432040967,TP,17,21,4,2604.94,2530.0,2624.57485353387,2559.0837432040967,1.9230769230769247,0.8610065266246922,1.6557817819705631,2322.8627637009636,2322.8627637009636,774.2875879003212,77.42875879003212,3.0,20.0,39.10909981130654,33.30194290205413,1.6836595093975726,4.645725527401927,11.878886371245077,1.1614313818504818,1.6836595093975726,33.30194290205413,4.645725527401927,42,True,17.234502718361306,normal,3.0,medium
current_strategy,2025-05-30 15:45:00,2025-05-30 16:30:00,SHORT,2597.01,2555.40669011809,TP,18,21,3,2603.0,2530.0,2618.6437211385937,2555.40669011809,1.9230769230769085,0.8330241754399675,1.6019695681537716,2400.0,2400.0,800.0,80.0,3.0,20.0,39.07321057845792,33.07321057845792,1.62805044076908,4.8,12.284631666910846,1.2,1.62805044076908,33.07321057845792,4.8,45,True,16.641323952764058,normal,3.0,medium
current_strategy,2025-05-30 16:00:00,2025-05-30 16:30:00,SHORT,2595.73,2554.8840693953694,TP,19,21,2,2595.73,2530.0,2616.969883914408,2554.8840693953694,1.9230769230769198,0.8182624508099064,1.5735816361728943,2400.0,2400.0,800.0,80.0,3.0,20.0,38.36973842586655,32.36973842586655,1.598739101077773,4.8,12.50985854197049,1.2,1.598739101077773,32.36973842586655,4.8,45,True,16.338372241852348,normal,3.0,medium
current_strategy,2025-05-30 17:00:00,2025-05-30 18:15:00,SHORT,2550.51,2574.9200799531295,SL,23,28,5,2576.48,2537.62,2574.9200799531295,2503.5675385516747,1.9230769230769202,0.957066624052809,1.8405127385630913,2435.9112399541787,2435.9112399541787,811.9704133180595,69.65728925365612,3.0,23.313293469152374,-23.092284917475933,-29.18206301736138,-0.9479936928206922,4.871822479908357,21.097186776096926,1.2179556199770893,-0.9479936928206922,-29.18206301736138,4.871822479908357,45,True,18.776984579330126,normal,3.0,medium
current_strategy,2025-05-30 17:15:00,2025-05-30 18:15:00,SHORT,2546.31,2570.15950281362,SL,24,28,4,2576.48,2537.62,2570.15950281362,2500.4455715122695,1.9230769230769202,0.9366299788171861,1.801211497725355,2489.061208418007,2489.061208418007,829.687069472669,71.1771651285986,3.0,23.313293469152374,-23.096960413721934,-29.319613434766953,-0.9279386274474888,4.9781224168360145,21.553149538579568,1.2445306042090036,-0.9279386274474888,-29.319613434766953,4.9781224168360145,45,True,18.345771395092243,normal,3.0,medium
current_strategy,2025-05-30 17:30:00,2025-05-30 18:15:00,SHORT,2545.74,2568.9538240412185,SL,25,28,3,2576.48,2537.62,2568.9538240412185,2501.098030689964,1.9230769230769096,0.9118693991224041,1.753594998312303,2556.6482976168973,2556.6482976168973,852.2160992056324,73.10988473878783,3.0,23.313293469152374,-23.102627676972983,-29.494248421015225,-0.9036294784271814,5.113296595233795,22.132965421636243,1.2783241488084487,-0.9036294784271814,-29.494248421015225,5.113296595233795,47,True,17.856787724014225,normal,3.0,medium
current_strategy,2025-05-30 17:45:00,2025-05-30 18:15:00,SHORT,2548.06,2570.716050895417,SL,26,28,2,2576.48,2546.4,2570.716050895417,2504.490671354967,1.9230769230769154,0.8891490347722244,1.7099019899465784,2621.978156353125,2621.978156353125,873.992718784375,74.97805661313556,3.0,23.313293469152374,-23.10783041803359,-29.6627758089164,-0.8813128500724798,5.24395631270625,22.6934169839407,1.3109890781765625,-0.8813128500724798,-29.6627758089164,5.24395631270625,48,True,17.427731458013202,normal,3.0,medium
current_strategy,2025-05-30 18:00:00,2025-05-30 18:45:00,SHORT,2555.18,2577.447190117173,SL,27,30,3,2577.74,2555.18,2577.447190117173,2512.3584805438977,1.9230769230769356,0.8714528963584937,1.6758709545355757,2675.221296133242,2675.221296133242,891.740432044414,76.50059681394607,3.0,23.313293469152374,-23.111884284155064,-29.799937524488172,-0.8639242038615991,5.350442592266484,23.15017904418384,1.337610648066621,-0.8639242038615991,-29.799937524488172,5.350442592266484,48,True,17.128607782440817,normal,3.0,medium
