config_id,time,exit_time,direction,entry_price,exit_price,outcome,entry_bar,exit_bar,bars_held,highest_price_reached,lowest_price_reached,sl,tp,rr_ratio,risk_distance_pct,reward_distance_pct,position_size,position_value,required_margin,margin_usage_pct,leverage_used,risk_amount,gross_pnl,net_pnl,price_change_pct,total_commission,commission_impact_pct,slippage_cost,gain_pct,gain_usd,commission,signal_strength,signal_passed_filter,atr,volatility_regime,leverage_effective,position_size_category
fixed_strategy,1748615400000,1748618100000,SHORT,2593.76,2613.3360714285714,SL,13,16,3,2615.81,2586.77,2613.3360714285714,2554.6078571428575,2.000000000000023,0.7547371934400692,1.509474386880156,23849.361282907692,23849.361282907692,6814.103223687912,68.14103223687911,3.5,180.0,-178.6516495541201,-200.11607470873702,-0.7490835810439744,9.539744513163077,5.339858062868398,11.924680641453847,-0.7490835810439744,-200.11607470873702,9.539744513163077,47,True,17.796428571428482,unknown,3.5,large
fixed_strategy,1748616300000,1748618100000,SHORT,2594.13,2613.297780612245,SL,14,16,2,2615.81,2593.56,2613.297780612245,2555.7944387755106,2.0,0.738890518680435,1.47778103736087,24360.848522113563,24360.848522113563,6960.242434889589,69.6024243488959,3.5,180.0,-178.6797522518103,-200.6045159217125,-0.733470971216843,9.744339408845425,5.4535218938029955,12.180424261056782,-0.733470971216843,-200.6045159217125,9.744339408845425,47,True,17.425255102040726,unknown,3.5,large
fixed_strategy,1748617200000,1748621700000,SHORT,2605.63,2568.025978862974,TP,15,20,5,2615.81,2568.0,2624.4320105685133,2568.025978862974,1.9999999999999758,0.7215917290065434,1.4431834580130694,24944.853545898633,24944.853545898633,7127.1010131138955,71.27101013113895,3.5,180.0,365.2715384192925,342.8211702279837,1.4643162275825405,9.977941418359453,2.7316503939887724,12.472426772949317,1.4643162275825405,342.8211702279837,9.977941418359453,39,True,17.092736880466386,unknown,3.5,large
fixed_strategy,1748618100000,1748621700000,SHORT,2612.0,2574.11040894419,TP,16,20,4,2613.49,2568.0,2630.9447955279047,2574.11040894419,2.000000000000024,0.7252984505323399,1.450596901064697,23822.886873925236,23822.886873925236,6806.539106835781,70.90677139986295,3.5,172.7870293686519,350.6607324555608,329.2201342690281,1.4719489468733027,9.529154749570095,2.717485554439069,11.911443436962617,1.4719489468733027,329.2201342690281,9.529154749570095,39,True,17.22254138900449,unknown,3.5,large
fixed_strategy,1748619000000,1748622600000,SHORT,2602.17,2564.2540940196054,TP,17,21,4,2604.94,2530.0,2621.1279529901976,2564.2540940196054,1.999999999999976,0.72854398406705,1.4570879681340825,23716.760161010377,23716.760161010377,6776.217188860108,70.59089437740565,3.5,172.7870293686519,350.6838306397426,329.3387464948333,1.4786329509553164,9.486704064404151,2.705201448010256,11.858380080505189,1.4786329509553164,329.3387464948333,9.486704064404151,47,True,17.234502718361306,unknown,3.5,large
fixed_strategy,1748619900000,1748622600000,SHORT,2597.01,2560.3990873039193,TP,18,21,3,2603.0,2530.0,2615.3154563480407,2560.3990873039193,2.0,0.704866609987658,1.409733219975316,24513.436573719577,24513.436573719577,7003.839021062736,72.96213311831002,3.5,172.7870293686519,350.51539064028526,328.4532977239376,1.4298908665301813,9.805374629487831,2.7974162879342863,12.256718286859789,1.4298908665301813,328.4532977239376,9.805374629487831,47,True,16.641323952764058,unknown,3.5,large
fixed_strategy,1748620800000,1748622600000,SHORT,2595.73,2559.785581067925,TP,19,21,2,2595.73,2530.0,2613.7022094660374,2559.785581067925,2.0000000000000253,0.6923759199160692,1.3847518398321559,24955.66705866914,24955.66705866914,7130.1905881911825,74.27839407645152,3.5,172.7870293686519,350.4265974933588,327.96649714055656,1.4041964763735981,9.982266823467656,2.8486042140841885,12.47783352933457,1.4041964763735981,327.96649714055656,9.982266823467656,47,True,16.338372241852348,unknown,3.5,large
fixed_strategy,1748621700000,1748622600000,SHORT,2571.51,2533.775468134502,TP,20,21,1,2572.85,2530.0,2590.377265932749,2533.775468134502,2.000000000000024,0.733703774542933,1.4674075490858836,25198.69452283696,25198.69452283696,7199.6270065248455,70.09446211532617,3.5,184.8837728495981,375.2743498385134,352.5955247679601,1.489261078578541,10.079477809134785,2.6858957489293225,12.59934726141848,1.489261078578541,352.5955247679601,10.079477809134785,50,True,17.152059938862894,unknown,3.5,large
fixed_strategy,1748622600000,1748628900000,SHORT,2551.21,2572.096389794696,SL,21,28,7,2576.48,2536.97,2572.096389794696,2509.437220410609,1.9999999999999782,0.8186856352356642,1.6373712704713106,25525.56647457661,25525.56647457661,7293.018992736174,62.8184607315937,3.5,208.97414603988926,-207.27719739965872,-230.2502072267777,-0.8120376000513296,10.210226589830645,4.925880279123967,12.762783237288305,-0.8120376000513296,-230.2502072267777,10.210226589830645,50,True,18.98762708608697,unknown,3.5,large
fixed_strategy,1748623500000,1748628900000,SHORT,2539.29,2559.8285048093603,SL,22,28,6,2576.48,2537.62,2559.8285048093603,2498.2129903812793,2.0,0.8088286414454572,1.6176572828909144,25836.640214227788,25836.640214227788,7381.897204065082,63.58401371230309,3.5,208.97414603988926,-207.29746477182417,-230.55044096462916,-0.8023390930592789,10.334656085691115,4.985423288734692,12.918320107113894,-0.8023390930592789,-230.55044096462916,10.334656085691115,50,True,18.671368008509358,unknown,3.5,large
