config_id,time,exit_time,direction,entry_price,exit_price,outcome,entry_bar,exit_bar,bars_held,highest_price_reached,lowest_price_reached,sl,tp,rr_ratio,risk_distance_pct,reward_distance_pct,position_size,position_value,leverage_used,risk_amount,gross_pnl,net_pnl,price_change_pct,total_commission,slippage_cost,gain_pct,gain_usd,commission,signal_strength,signal_passed_filter,atr,volatility_regime
default,2025-05-18 20:35:00,2025-05-18 21:00:00,SHORT,1.254,1.2794836158548326,SL,26,31,5,1.2828,1.2486,1.2794836158548326,1.2348872881088755,0.7500000000000022,2.0321862723152,1.5241397042364044,5068.032677839784,506.80326778397836,10.0,50.68032677839784,-10.09405640692946,-11.350970519982477,-1.9917109948927925,1.0035124791610273,0.25340163389198916,-1.9917109948927925,-11.350970519982477,1.0035124791610273,46,True,0.01274180792741632,high
default,2025-05-18 20:50:00,2025-05-18 21:00:00,SHORT,1.2547,1.2794207376213802,SL,29,31,2,1.2828,1.2543,1.2794207376213802,1.2361594467839647,0.75,1.9702508664525602,1.4776881498394203,5011.475817050139,501.14758170501386,10.0,50.11475817050139,-9.683083533530375,-10.92626940425938,-1.9321820332019568,0.9926120798764974,0.2505737908525069,-1.9321820332019568,-10.92626940425938,0.9926120798764974,48,True,0.012360368810690105,high
default,2025-05-18 20:40:00,2025-05-18 21:05:00,SHORT,1.2589,1.2843205004366303,SL,27,32,5,1.2932,1.2543,1.2843205004366303,1.2398346246725271,0.75,2.01926288320203,1.5144471624015226,5068.032677839784,506.80326778397836,10.0,50.68032677839784,-10.03113528563035,-11.288112319804666,-1.979295699787409,1.0035754002823263,0.25340163389198916,-1.979295699787409,-11.288112319804666,1.0035754002823263,48,True,0.012710250218315152,high
default,2025-05-18 20:45:00,2025-05-18 21:05:00,SHORT,1.2638,1.288976178976871,SL,28,32,4,1.2932,1.2543,1.288976178976871,1.2449178657673468,0.7500000000000022,1.9921015173976078,1.4940761380482102,5011.475817050139,501.14758170501386,10.0,50.11475817050139,-9.788374228021995,-11.031454808056507,-1.9531919509059192,0.9925067891820056,0.2505737908525069,-1.9531919509059192,-11.031454808056507,0.9925067891820056,47,True,0.012588089488435492,high
default,2025-05-18 20:55:00,2025-05-18 21:05:00,SHORT,1.2609,1.2852978277912814,SL,30,32,2,1.2932,1.2608,1.2852978277912814,1.2426016291565387,0.7500000000000022,1.9349534293981698,1.4512150720486319,5011.475817050139,501.14758170501386,10.0,50.11475817050139,-9.512902093258367,-10.756258145427642,-1.8982236851055712,0.9927822613167694,0.2505737908525069,-1.8982236851055712,-10.756258145427642,0.9927822613167694,47,True,0.012198913895640812,high
default,2025-05-18 22:10:00,2025-05-18 22:30:00,SHORT,1.2866,1.3114693228289638,SL,45,49,4,1.3271,1.2761,1.3114693228289638,1.2679480078782772,0.7499999999999956,1.9329490773328006,1.4497118079995919,4500.059923492776,450.00599234927756,10.0,45.00059923492776,-8.53343963438015,-9.649921175618964,-1.8962946670623038,0.891478545064175,0.2250029961746388,-1.8962946670623038,-9.649921175618964,0.891478545064175,47,True,0.01243466141448187,high
default,2025-05-18 22:15:00,2025-05-18 22:30:00,SHORT,1.285,1.3099500854840376,SL,46,49,3,1.3271,1.2847,1.3099500854840376,1.2662874358869716,0.7500000000000044,1.9416408936994283,1.45623067027458,4500.059923492776,450.00599234927756,10.0,45.00059923492776,-8.571080762436056,-9.687524662546815,-1.9046592508002669,0.8914409039361191,0.2250029961746388,-1.9046592508002669,-9.687524662546815,0.8914409039361191,46,True,0.012475042742018872,high
default,2025-05-19 01:10:00,2025-05-19 01:40:00,SHORT,1.3121,1.2908814365438135,TP,81,87,6,1.3137,1.2888,1.3403914179415821,1.2908814365438135,0.75,2.156193730781349,1.6171452980860115,4403.3726943019465,440.3372694301947,10.0,44.033726943019474,7.23794147861033,6.129860363556233,1.6437267479031181,0.8879124803389997,0.22016863471509734,1.6437267479031181,6.129860363556233,0.8879124803389997,48,True,0.014145708970791008,low
default,2025-05-19 01:45:00,2025-05-19 02:10:00,SHORT,1.305,1.2852396255858631,TP,88,93,5,1.3057,1.2721,1.3313471658855156,1.2852396255858631,0.7500000000000021,2.0189399145989015,1.5142049359491805,4434.021996119728,443.4021996119728,10.0,44.34021996119728,6.817245053731095,5.701922309647432,1.5374856190828456,0.8936216442776767,0.2217010998059864,1.5374856190828456,5.701922309647432,0.8936216442776767,49,True,0.013173582942757832,normal
default,2025-05-19 01:50:00,2025-05-19 02:10:00,SHORT,1.3015,1.2822082237583017,TP,89,93,4,1.3057,1.2721,1.3272223683222646,1.2822082237583017,0.7500000000000021,1.9763632979073749,1.4822724734305355,4434.021996119728,443.4021996119728,10.0,44.34021996119728,6.671315829591452,5.556139014731929,1.5045743650865084,0.8934757150535371,0.2217010998059864,1.5045743650865084,5.556139014731929,0.8934757150535371,49,True,0.012861184161132267,normal
default,2025-05-19 01:55:00,2025-05-19 02:10:00,SHORT,1.2962,1.2776219220612801,TP,90,93,3,1.3057,1.2721,1.32097077058496,1.2776219220612801,0.7499999999999956,1.911029978781054,1.4332724840857818,4434.021996119728,443.4021996119728,10.0,44.34021996119728,6.447573010723544,5.332619938682889,1.4541138984799584,0.8932519722346691,0.2217010998059864,1.4541138984799584,5.332619938682889,0.8932519722346691,49,True,0.012385385292479961,normal
default,2025-05-19 02:00:00,2025-05-19 02:10:00,SHORT,1.301,1.28287035619976,TP,91,93,2,1.3057,1.2721,1.32517285840032,1.28287035619976,0.7499999999999931,1.8580213989485026,1.393516049211364,4434.021996119728,443.4021996119728,10.0,44.34021996119728,6.2662013354342285,5.151429635068863,1.4132093482887242,0.8930706005593798,0.2217010998059864,1.4132093482887242,5.151429635068863,0.8930706005593798,49,True,0.012086429200159962,normal
default,2025-05-19 02:05:00,2025-05-19 02:15:00,SHORT,1.29,1.27121533075692,TP,92,94,2,1.2918,1.2692,1.31504622565744,1.27121533075692,0.75,1.941567880421703,1.4561759103162772,4434.021996119728,443.4021996119728,10.0,44.34021996119728,6.552126504331565,5.4370688787973025,1.4776937304473048,0.8933565257282772,0.2217010998059864,1.4776937304473048,5.4370688787973025,0.8933565257282772,49,True,0.012523112828719965,normal
default,2025-05-19 02:35:00,2025-05-19 02:45:00,SHORT,1.2883,1.2706833401534277,TP,98,100,2,1.2883,1.2677,1.3117888797954298,1.2706833401534277,0.75,1.823246122442738,1.3674345918320536,4569.91789500437,456.991789500437,10.0,45.6991789500437,6.335700369954876,5.1868851958338285,1.3863926038760521,0.9203192793708288,0.2284958947502185,1.3863926038760521,5.1868851958338285,0.9203192793708288,51,True,0.01174443989771493,normal
default,2025-05-19 02:30:00,2025-05-19 02:50:00,SHORT,1.2829,1.2650359047806143,TP,97,101,4,1.29,1.2643,1.3067187936258475,1.2650359047806143,0.7499999999999953,1.8566368092483905,1.392477606936284,4569.91789500437,456.991789500437,10.0,45.6991789500437,6.4533700674124495,5.304437223593944,1.4121413591406062,0.9204369490682864,0.2284958947502185,1.4121413591406062,5.304437223593944,0.9204369490682864,50,True,0.01190939681292377,normal
default,2025-05-19 02:25:00,2025-05-19 02:55:00,SHORT,1.282,1.263580974379123,TP,96,102,6,1.29,1.2605,1.3065587008278359,1.263580974379123,0.7500000000000022,1.915655290782827,1.4367414680871247,4569.91789500437,456.991789500437,10.0,45.6991789500437,6.66149906496885,5.512358092152788,1.4576846276058708,0.9206450780658428,0.2284958947502185,1.4576846276058708,5.512358092152788,0.9206450780658428,49,True,0.012279350413917913,normal
default,2025-05-19 02:40:00,2025-05-19 03:05:00,SHORT,1.2773,1.2595059587138973,TP,99,104,5,1.2779,1.2588,1.3010253883814706,1.2595059587138973,0.7499999999999977,1.8574640555445499,1.3930980416584078,4569.91789500437,456.991789500437,10.0,45.6991789500437,6.45628606480296,5.3073503049870645,1.4127794444317443,0.920439865065677,0.2284958947502185,1.4127794444317443,5.3073503049870645,0.920439865065677,49,True,0.011862694190735297,low
default,2025-05-19 02:20:00,2025-05-19 03:30:00,SHORT,1.2763,1.257433357023671,TP,95,109,14,1.29,1.2563,1.3014555239684387,1.257433357023671,0.7499999999999956,1.970972652858942,1.4782294896441979,4569.91789500437,456.991789500437,10.0,45.6991789500437,6.856745836635244,5.707409617047516,1.5004089776165852,0.9208403248375092,0.2284958947502185,1.5004089776165852,5.707409617047516,0.9208403248375092,49,True,0.012577761984219294,low
