open_time,open,high,low,close,volume,volatility_band_width,bollinger_upper,bollinger_middle,bollinger_lower,bollinger_width,bollinger_pct_b,atr_14,atr_14_percent,atr_20,atr_20_percent,atr,atr_percent
1747597200000,1.2691,1.271,1.2531,1.2647,1627839.3,,,,,,,0.011690415451895008,0.9243627304416074,0.0,0.0,0.011690415451895008,0.9243627304416074
1747597500000,1.2644,1.2705,1.2608,1.2636,427204.6,,,,,,,0.011548242919616796,0.9139160271934785,0.0,0.0,0.011548242919616796,0.9139160271934785
1747597800000,1.2633,1.2666,1.2488,1.2528,1078843.6,,,,,,,0.011994796996787028,0.9574390961675471,0.0,0.0,0.011994796996787028,0.9574390961675471
1747598100000,1.2529,1.2585,1.2491,1.2555,505054.7,,,,,,,0.011809454354159374,0.9406176307574173,0.0,0.0,0.011809454354159374,0.9406176307574173
1747598400000,1.2555,1.2589,1.2315,1.2467,2807902.6,,,,,,,0.012923064757433695,1.0365817564316753,0.012529999999999963,1.0050533408197613,0.012923064757433695,1.0365817564316753
1747598700000,1.2467,1.2554,1.2341,1.2531,1290559.2,,1.3078164733801085,1.276947619047619,1.2460787647151295,4.834787875717617,0.11372685246502291,0.013521417274759867,1.0790373693049131,0.012968499999999971,1.0349134147314636,0.013521417274759867,1.0790373693049131
1747599000000,1.2532,1.254,1.2423,1.2452,635883.7,,1.3059521031972472,1.2742761904761903,1.2426002777551335,4.971592965135718,0.041036264175876594,0.01339131604084845,1.0754349534892749,0.012905074999999978,1.0363857211692882,0.01339131604084845,1.0754349534892749
1747599300000,1.245,1.2516,1.2424,1.249,549480.6,,1.3045754332578976,1.2722190476190476,1.2398626619801976,5.086606068256068,0.14119837304744298,0.013091936323644996,1.0481934606601278,0.012719821249999985,1.0184004203362678,0.013091936323644996,1.0481934606601278
1747599600000,1.2491,1.2517,1.2424,1.243,626617.5,,1.3030739609021624,1.2698380952380954,1.2366022295740284,5.234661928745373,0.09624798840261034,0.012821083729098931,1.0314628905147973,0.01254883018749999,1.0095599507240538,0.012821083729098931,1.0314628905147973
1747599900000,1.243,1.2518,1.2406,1.2471,471396.5,,1.3013677620087094,1.2678714285714285,1.2343750951341477,5.283869118341564,0.1899447426041236,0.0127052920341633,1.018786948453476,0.012481388678124995,1.0008330268723433,0.0127052920341633,1.018786948453476
1747600200000,1.2473,1.2484,1.2374,1.2434,666136.3,,1.3007837261726949,1.266157142857143,1.231530559541591,5.4695554198612975,0.17139202488219565,0.012583485460294487,1.012022314644884,0.012407319244218739,0.9978542097650586,0.012583485460294487,1.012022314644884
1747600500000,1.2438,1.2572,1.2424,1.254,547078.9,,1.2992291203669009,1.2648809523809523,1.2305327843950038,5.431051502719391,0.34160796602887805,0.01274180792741632,1.016093136157601,0.012526953282007808,0.9989595918666513,0.01274180792741632,1.016093136157601
1747600800000,1.2539,1.2609,1.2486,1.2589,511403.8,,1.297290522186116,1.2637666666666667,1.2302428111472175,5.305386888842759,0.4274148723161728,0.012710250218315152,1.009631441601013,0.012515605617907415,0.994169959322219,0.012710250218315152,1.009631441601013
1747601100000,1.259,1.2689,1.2579,1.2638,708391.4,,1.2951729176840439,1.2628285714285714,1.230484225173099,5.122523672216727,0.5150169764408867,0.012588089488435492,0.9960507586988046,0.01243982533701204,0.9843191436154485,0.012588089488435492,0.9960507586988046
1747601400000,1.2637,1.2637,1.2544,1.2547,627501.4,,1.2915975249029106,1.2612190476190475,1.2308405703351843,4.817319773470304,0.3927028573859688,0.012360368810690105,0.9851254332262777,0.01228783407016144,0.9793443907038688,0.012360368810690105,0.9851254332262777
1747601700000,1.2548,1.2644,1.2543,1.2609,335968.4,,1.2882442477711324,1.260009523809524,1.2317747998479154,4.4816683410841875,0.5157691676335635,0.012198913895640812,0.9674767146990889,0.012178442366653369,0.9658531498654428,0.012198913895640812,0.9674767146990889
1747602000000,1.261,1.2828,1.2608,1.2812,869713.8,,1.288186724563622,1.2599952380952382,1.2318037516268543,4.474856033742087,0.8760844950219705,0.012898991474523613,1.0067898434689053,0.012669520248320701,0.9888791951545974,0.012898991474523613,1.0067898434689053
1747602300000,1.2813,1.2932,1.2809,1.2885,922380.5,,1.2870179453656432,1.2597809523809524,1.2325439593962617,4.324083950184124,1.0272066493388208,0.012856206369200497,0.9977653371517655,0.012651044235904666,0.9818427812110722,0.012856206369200497,0.9977653371517655
1747602600000,1.2884,1.2901,1.2818,1.2875,715622.4,,1.2859802941953637,1.2595904761904761,1.2332006581855885,4.190221902074292,1.0287934119961508,0.012530763057114746,0.9732631500671647,0.01243349202410943,0.9657081183774315,0.012530763057114746,0.9732631500671647
1747602900000,1.2876,1.2919,1.2827,1.2874,575142.3,,1.2892096406464721,1.2604857142857142,1.2317617879249563,4.557596493988838,0.9684994205920201,0.012292851410177984,0.9548587393333838,0.012271817422903963,0.9532249046841668,0.012292851410177984,0.9548587393333838
1747603200000,1.2876,1.299,1.2864,1.2975,649135.6,,1.2944569200873743,1.2618333333333334,1.2292097465792924,5.170823418947189,1.046639260354302,0.012314790595165267,0.9491168088759357,0.012288226551758761,0.9470694837579006,0.012314790595165267,0.9491168088759357
1747603500000,1.2976,1.3033,1.2951,1.3018,522358.5,,1.3004035712552855,1.2636,1.2267964287447146,5.825193297765976,1.0189713755633705,0.01202087698122489,0.9234042849304723,0.012083815224170822,0.9282389940214181,0.01202087698122489,0.9234042849304723
1747603800000,1.3016,1.315,1.2999,1.3039,950749.1,,1.3061284351824751,1.2655190476190477,1.2249096600556202,6.417823206980586,0.9725625610704608,0.012240814339708818,0.9387847488081,0.012234624462962276,0.938310028603595,0.012240814339708818,0.9387847488081
1747604100000,1.3038,1.3142,1.2956,1.3109,506652.0,,1.3127824893733235,1.2682857142857142,1.223788939198105,7.016837702484008,0.9788469010437592,0.01269504188687247,0.9684218389558679,0.01255289323981416,0.9575782469916974,0.01269504188687247,0.9684218389558679
1747604400000,1.3109,1.3138,1.3051,1.3132,310905.0,,1.3190215990948055,1.2710333333333335,1.2230450675718614,7.551063296762017,0.9393435144776626,0.012409681752095876,0.944995564430085,0.01236024857782346,0.9412312349850336,0.012409681752095876,0.944995564430085
1747604700000,1.3128,1.3176,1.3086,1.3153,270808.1,,1.3245060895566607,1.2743,1.2240939104433393,7.879791188363922,0.9083170025991454,0.012166133055517609,0.9249702011341602,0.012192236148932292,0.9269547744949664,0.012166133055517609,0.9249702011341602
1747605000000,1.3153,1.3155,1.3014,1.309,424538.1,,1.3283043953313007,1.276961904761905,1.2256194141925092,8.041350392354705,0.8120037115728882,0.012304266408694923,0.9399745155611094,0.012287624341485679,0.9387031582494789,0.012304266408694923,0.9399745155611094
1747605300000,1.3094,1.3107,1.3027,1.3055,272881.4,,1.3304894600565955,1.2798333333333334,1.2291772066100712,7.916050536256618,0.7533421752405732,0.011996818808073859,0.91894437442159,0.012073243124411395,0.9247984009507003,0.011996818808073859,0.91894437442159
1747605600000,1.3056,1.3093,1.2876,1.2944,1181382.4,,1.3310531621167154,1.281995238095238,1.2329373140737605,7.653370708984335,0.6264297476115301,0.012689903178925713,0.9803695286561892,0.012554580968190818,0.9699150933398345,0.012689903178925713,0.9803695286561892
1747605900000,1.2947,1.3003,1.2905,1.2939,425622.9,,1.330468280860071,1.2844190476190476,1.2383698143780242,7.170437611679108,0.6029436508891345,0.012483481523288166,0.9647949241276889,0.012416851919781279,0.9596454068924398,0.012483481523288166,0.9647949241276889
1747606200000,1.2935,1.2947,1.2829,1.2866,509276.1,,1.3292186162294128,1.2863,1.2433813837705872,6.6731891828364835,0.5034949868653311,0.01243466141448187,0.9664745386663975,0.012386009323792215,0.9626930921647922,0.01243466141448187,0.9664745386663975
1747606500000,1.2865,1.2891,1.2761,1.285,708259.0,,1.3267007200631344,1.2882809523809524,1.2498611846987704,5.964501394074958,0.4573012464821058,0.012475042742018872,0.9708204468497177,0.0124167088576026,0.9662808449496187,0.012475042742018872,0.9708204468497177
1747606800000,1.285,1.298,1.2847,1.2972,792007.0,,1.325699924332701,1.2903380952380954,1.2549762661434898,5.481017606952167,0.5970241774477566,0.012533968260446102,0.9662325208484507,0.012460873414722474,0.9605977038793151,0.012533968260446102,0.9662325208484507
1747607100000,1.2972,1.3048,1.2967,1.3035,552756.7,,1.3252819611264701,1.2924619047619048,1.2596418483973395,5.0786883920747155,0.6681608208633782,0.012217256241842809,0.9372655344720222,0.01224282974398635,0.9392274448781243,0.012217256241842809,0.9372655344720222
1747607400000,1.3033,1.3271,1.3025,1.3241,1033788.4,,1.3281717158312483,1.2953333333333334,1.2624949508354186,5.07025977837079,0.9380037090513401,0.013101737938854035,0.9894825118083252,0.012860688256787028,0.9712777174523848,0.013101737938854035,0.9894825118083252
1747607700000,1.3241,1.3247,1.3086,1.3143,485879.4,,1.3264587397336636,1.2981714285714285,1.2698841174091935,4.358023992773248,0.7850849155663818,0.013315899514650176,1.013155254861917,0.013022653843947676,0.9908433267859451,0.013315899514650176,1.013155254861917
1747608000000,1.3139,1.3248,1.3139,1.3214,418505.5,,1.3256520804509417,1.301052380952381,1.2764526814538204,3.7815079329171186,0.9135745448599765,0.013143335263603728,0.9946522827004487,0.012916521151750288,0.9774876004048954,0.013143335263603728,0.9946522827004487
1747608300000,1.3214,1.3233,1.3121,1.3135,460689.8,,1.32604522733974,1.302590476190476,1.279135725041212,3.601247142211445,0.7325653284508661,0.013004525601917739,0.990066661737171,0.012830695094162767,0.9768325157337471,0.013004525601917739,0.990066661737171
1747608600000,1.3133,1.3361,1.3118,1.3268,977910.1,,1.3291254388325713,1.3044142857142857,1.2797031325960002,3.7888504271867776,0.9529475856217623,0.013811345201780758,1.0409515527419926,0.01340416033945463,1.0102623107819286,0.013811345201780758,1.0409515527419926
1747608900000,1.3269,1.3438,1.3264,1.339,840589.3,,1.3344335435012424,1.3068666666666666,1.2792997898320908,4.21877419291575,1.08282506078146,0.014067677687367853,1.0506107309460682,0.013603952322481901,1.0159785154952876,0.014067677687367853,1.0506107309460682
1747609200000,1.339,1.339,1.3171,1.3249,795598.3,,1.3357990105983195,1.308652380952381,1.2815057513064423,4.148791541751136,0.7992566528429038,0.014627129281127294,1.104017607451679,0.014018754706357809,1.0580990796556577,0.014627129281127294,1.104017607451679
1747609500000,1.3247,1.3258,1.3142,1.3155,279423.6,,1.336328202784262,1.3095095238095236,1.2826908448347851,4.095988381469669,0.611684773812293,0.014410905761046778,1.0954698412046202,0.013897816971039919,1.056466512431769,0.014410905761046778,1.0954698412046202
1747609800000,1.3156,1.3182,1.3052,1.3097,530553.2,,1.336481975083716,1.309885714285714,1.2832894534877122,4.0608521045677595,0.49650863918194166,0.014310126778114874,1.0926263096980127,0.01385292612248793,1.0577175019079124,0.014310126778114874,1.0926263096980127
1747610100000,1.3096,1.3118,1.3055,1.3104,270984.9,,1.3366566008496545,1.310195238095238,1.2837338753408214,4.039300706494111,0.5038690733100635,0.013737974865392381,1.0483802552955115,0.01347527981636353,1.0283333193195612,0.013737974865392381,1.0483802552955115
1747610400000,1.3106,1.3184,1.3078,1.3171,300736.1,,1.337114554427104,1.310490476190476,1.2838663979538483,4.063223460276118,0.6241268101524516,0.013513833803578635,1.0260294437460054,0.013331515825545351,1.012187064425279,0.013513833803578635,1.0260294437460054
1747610700000,1.3171,1.3271,1.3168,1.3267,248829.2,,1.3386258315886286,1.3111333333333333,1.283640835078038,4.19369984064097,0.7831075321368519,0.01328427424618016,1.0013020461430737,0.01317994003426808,0.9934378559032246,0.01328427424618016,1.0013020461430737
1747611000000,1.3265,1.3352,1.3209,1.3212,510725.5,,1.3391904855787653,1.3114142857142856,1.283638085849806,4.236067910355398,0.6761528634849058,0.013356826085738719,1.0109617079729578,0.013235943032554676,1.001812218631144,0.013356826085738719,1.0109617079729578
1747611300000,1.321,1.3312,1.3194,1.329,288045.9,,1.3411014031256119,1.3123666666666667,1.2836319302077215,4.379071366073282,0.7894290218582338,0.013245624222471669,0.9966609648210436,0.013164145880926945,0.9905301641028551,0.013245624222471669,0.9966609648210436
1747611600000,1.3291,1.3342,1.328,1.3339,258915.5,,1.3436808403715392,1.3137190476190477,1.2837572548665561,4.561369922555904,0.8367781185135227,0.012742365349437975,0.9552714108582333,0.012815938586880595,0.9607870595157504,0.012742365349437975,0.9552714108582333
1747611900000,1.3336,1.3364,1.328,1.335,333110.1,,1.3456178607136697,1.315652380952381,1.2856869011910923,4.555227535041917,0.8228317918108792,0.012432196395906689,0.9312506663600516,0.012595141657536562,0.9434563039353231,0.012432196395906689,0.9312506663600516
1747612200000,1.3351,1.371,1.3344,1.3706,1173476.5,,1.3557675792966493,1.319304761904762,1.2828419445128747,5.527580653804911,1.2033910400276815,0.014158468081913353,1.0330124093034694,0.013795384574659734,1.0065215653480033,0.014158468081913353,1.0330124093034694
1747612500000,1.3706,1.3755,1.3563,1.3584,1010716.0,,1.359739682811946,1.3227238095238096,1.2857079362356734,5.5969164570285095,0.9819039415669382,0.01451857750463382,1.0687998751938912,0.01406561534592674,1.0354546043821218,0.01451857750463382,1.0687998751938912
1747612800000,1.3586,1.3619,1.3394,1.3549,1271851.5,,1.3614359186391207,1.326052380952381,1.2906688432656412,5.336672697850293,0.9076418150018657,0.015088679111445704,1.113637841275792,0.014487334578630412,1.0692548954631642,0.015088679111445704,1.113637841275792
1747613100000,1.3552,1.3706,1.3537,1.3602,739786.7,,1.3648230057214814,1.3290523809523809,1.2932817561832803,5.382876594144136,0.9353798577558703,0.015218059174913878,1.1188104083894925,0.0146079678496989,1.073957348161954,0.015218059174913878,1.1188104083894925
1747613400000,1.3606,1.3636,1.3459,1.347,562397.1,,1.365755636601108,1.3311238095238096,1.296491982446511,5.203396833490274,0.7292138737115226,0.015395340662420017,1.1429354612041587,0.014762569457213945,1.095959128226722,0.015395340662420017,1.1429354612041587
1747613700000,1.347,1.3486,1.3369,1.342,581527.0,,1.3667553799167234,1.3319761904761904,1.2971970010356575,5.222193863405192,0.6441064280832196,0.015131387757961448,1.127525168253461,0.01460944098435325,1.088631966047187,0.015131387757961448,1.127525168253461
1747614000000,1.342,1.3506,1.3392,1.3446,559190.1,,1.3676550698094156,1.3334190476190475,1.2991830254286794,5.135073216705576,0.6632922235939275,0.014864860060964208,1.10552283660302,0.014448968935135592,1.0745923646538444,0.014864860060964208,1.10552283660302
1747614300000,1.3445,1.3463,1.3354,1.3359,673931.9,,1.3679304474409584,1.3341095238095237,1.3002886001780891,5.070186971585308,0.5264699481597274,0.014581655770895346,1.0915230010401487,0.01427152048837882,1.0683075446050465,0.014581655770895346,1.0915230010401487
1747614600000,1.3358,1.344,1.3206,1.3387,1129509.4,,1.367885641544943,1.3353095238095238,1.3027334060741047,4.87918600962004,0.5520392917598924,0.015211537501545686,1.1362917383689912,0.014727944463959882,1.1001676599656296,0.015211537501545686,1.1362917383689912
1747614900000,1.3388,1.34,1.3244,1.3339,399759.3,,1.3680101263992757,1.335647619047619,1.3032851116959623,4.845964892256943,0.47299932559877156,0.015239284822863856,1.1424608158680452,0.014771547240761893,1.1073954000121367,0.015239284822863856,1.1424608158680452
1747615200000,1.3341,1.3341,1.3159,1.3233,500943.1,,1.3676413529115103,1.3349,1.3021586470884896,4.905439045847684,0.32285399092469963,0.01545076447837358,1.16759347679087,0.014942969878723797,1.1292201223247789,0.01545076447837358,1.16759347679087
1747615500000,1.3234,1.3244,1.3119,1.3204,459024.1,,1.367743429224994,1.3346857142857143,1.3016279993464346,4.953632841866629,0.28392768054364614,0.01523999558706118,1.1541953640609801,0.014820821384787606,1.1224493626770378,0.01523999558706118,1.1541953640609801
1747615800000,1.3205,1.3324,1.3181,1.3226,459288.9,,1.367428506700189,1.3350238095238096,1.3026191123474302,4.854549700943213,0.30830233567395215,0.015172853045128236,1.1471989297692604,0.014794780315548225,1.11861336122397,0.015172853045128236,1.1471989297692604
1747616100000,1.3226,1.3228,1.3133,1.3197,382035.6,,1.3666726375742126,1.3355000000000001,1.3043273624257876,4.6683096329782865,0.2465726157694377,0.014767649256190509,1.119015629021028,0.014530041299770818,1.1010109342858845,0.014767649256190509,1.119015629021028
1747616400000,1.3197,1.3294,1.3169,1.3222,340996.0,,1.3657967633299026,1.336061904761905,1.3063270461939072,4.4511198862895025,0.26690817731307814,0.014605674309319755,1.1046493956526815,0.014428539234782276,1.0912524001499226,0.014605674309319755,1.1046493956526815
1747616700000,1.3226,1.3229,1.3093,1.3106,558117.5,,1.366391889778954,1.3357523809523808,1.3051128721258076,4.587603101216628,0.08954333937353237,0.014533840430082632,1.108945553951063,0.014387112273043165,1.097750058983913,0.014533840430082632,1.108945553951063
1747617000000,1.3107,1.3191,1.31,1.3121,470075.1,,1.367116407704998,1.335057142857143,1.302997878009288,4.802680547327782,0.14195774659694246,0.014145708970791008,1.078096865390672,0.014122756659391,1.0763475847413306,0.014145708970791008,1.078096865390672
1747617300000,1.3118,1.3137,1.2965,1.301,682871.3,,1.3688580247768085,1.3340952380952382,1.299332451413668,5.2114400365004,0.023984679387283745,0.014363872615734515,1.104063998134859,0.014276618826421455,1.0973573271653694,0.014363872615734515,1.104063998134859
1747617600000,1.301,1.3127,1.3009,1.3124,352055.6,,1.3692305306742385,1.333304761904762,1.2973789931352855,5.3889807935813385,0.20905616468640156,0.014180738857467765,1.0805195715839504,0.014152787885100385,1.078389811421852,0.014180738857467765,1.0805195715839504
1747617900000,1.3123,1.3126,1.3042,1.3047,245298.4,,1.3698446623191607,1.3319142857142856,1.2939839091094105,5.695618255875016,0.14126001176076036,0.01376782893907721,1.055248634864506,0.013865148490845363,1.062707786529115,0.01376782893907721,1.055248634864506
1747618200000,1.3049,1.3059,1.2969,1.3041,329756.4,,1.370136664812906,1.330442857142857,1.290749049472808,5.967006768752474,0.16817422301950133,0.013427269729143132,1.029619640299297,0.013621891066303102,1.0445434450044553,0.013427269729143132,1.029619640299297
1747618500000,1.3041,1.3108,1.294,1.294,391161.8,,1.3651121360803538,1.3267952380952381,1.2884783401101225,5.775857025251881,0.0720525431367439,0.013668179034204331,1.0562734956881246,0.013780796512987945,1.0649765465987593,0.013668179034204331,1.0562734956881246
1747618800000,1.294,1.2981,1.2888,1.2961,461473.8,,1.3615404688998511,1.3238285714285714,1.2861166739572916,5.697398935964055,0.1323630831664126,0.013356166246046885,1.0304888701525257,0.013556756687338554,1.0459653334880452,0.013356166246046885,1.0304888701525257
1747619100000,1.2961,1.3059,1.2951,1.305,300561.8,,1.3572746735087056,1.3214523809523808,1.285630088396056,5.4216546994311425,0.27036113857715577,0.013173582942757832,1.0094699572994508,0.013418918852971634,1.0282696439058725,0.013173582942757832,1.0094699572994508
1747619400000,1.3048,1.3048,1.2962,1.3015,208189.6,,1.3509346049293558,1.318657142857143,1.2863796807849301,4.895504831874196,0.23422410320306453,0.012861184161132267,0.9881816489536892,0.013187972910323049,1.0132902735553628,0.012861184161132267,0.9881816489536892
1747619700000,1.3016,1.3016,1.2954,1.2962,165054.7,,1.3472457733158436,1.3162380952380952,1.2852304171603468,4.71156064999614,0.17688494462803972,0.012385385292479961,0.9555149893905232,0.012838574264806895,0.9904778787846702,0.012385385292479961,0.9555149893905232
1747620000000,1.2963,1.3016,1.2934,1.301,318688.6,,1.343680322519153,1.3142857142857143,1.2848911060522756,4.473092557262403,0.2740110332445116,0.012086429200159962,0.9290106994742477,0.01260664555156655,0.9689965835177979,0.012086429200159962,0.9290106994742477
1747620300000,1.3011,1.3057,1.2875,1.29,289624.2,,1.3395120660110165,1.3116857142857143,1.2838593625604122,4.242838268686202,0.11033852910736079,0.012523112828719965,0.97078394021085,0.012886313273988223,0.9989390134874592,0.012523112828719965,0.97078394021085
1747620600000,1.2898,1.2918,1.2721,1.2732,824588.3,,1.3388511114854764,1.3087,1.2785488885145235,4.6077957492895925,-0.08870134882257887,0.013035747626668542,1.02385702377227,0.013226997610288815,1.0388782288948173,0.013035747626668542,1.02385702377227
1747620900000,1.2734,1.2786,1.2692,1.2719,928506.2,,1.3364243480766071,1.3055190476190477,1.2746137471614882,4.734561401294494,-0.043904235217108456,0.012776051367620778,1.004485523045898,0.013035647729774367,1.0248956466525958,0.012776051367620778,1.004485523045898
1747621200000,1.2725,1.2819,1.2724,1.2763,448740.4,,1.3333415243887845,1.3027761904761905,1.2722108565635966,4.692338428663136,0.06689184957208275,0.012577761984219294,0.9854863264294675,0.01288386534328565,1.0094699791025346,0.012577761984219294,0.9854863264294675
1747621500000,1.2762,1.284,1.2756,1.282,288561.4,,1.3311534510916454,1.3008095238095239,1.2704655965274023,4.665391316210069,0.19006115070994306,0.012279350413917913,0.9578276453914129,0.012659672076121365,0.9874939216943343,0.012279350413917913,0.9578276453914129
1747621800000,1.2819,1.2864,1.2793,1.2829,246788.0,,1.3289569352901036,1.2990238095238094,1.269090683757515,4.608556909710071,0.23066946549956702,0.01190939681292377,0.9283184046241929,0.01238168847231529,0.9651327829382874,0.01190939681292377,0.9283184046241929
1747622100000,1.2827,1.29,1.2804,1.2883,377087.1,,1.3256986378782438,1.297390476190476,1.2690823145027081,4.363861490780943,0.33943718615956536,0.01174443989771493,0.9116230612213717,0.012242604048699528,0.9502913955367173,0.01174443989771493,0.9116230612213717
1747622400000,1.2881,1.2881,1.2749,1.2773,464154.2,,1.323068438405375,1.2953714285714286,1.2676744187374822,4.2763039577754824,0.1737657118986261,0.011862694190735297,0.9287320277722771,0.012300473846264554,0.9630058597247751,0.011862694190735297,0.9287320277722771
1747622700000,1.2773,1.2779,1.2677,1.2725,435522.5,,1.3195991025981564,1.2930047619047618,1.2664104212113672,4.113571964610206,0.1144901251518018,0.01174393031996849,0.922902186245068,0.012195450153951326,0.958385080860615,0.01174393031996849,0.922902186245068
1747623000000,1.2723,1.2726,1.2643,1.2643,233463.4,,1.3188319545553062,1.2908000000000002,1.2627680454446941,4.343345918082746,0.027325146954761344,0.011497935297113597,0.9094309338854384,0.012000677646253758,0.949195416139663,0.011497935297113597,0.9094309338854384
1747623300000,1.2646,1.2666,1.2605,1.2648,348358.4,,1.3169701868112278,1.288547619047619,1.2601250512840103,4.411566533275069,0.08224008391626131,0.01111236849017691,0.87858700902727,0.01170564376394107,0.9254936562255749,0.01111236849017691,0.87858700902727
1747623600000,1.2648,1.2692,1.2611,1.2692,269499.1,,1.3160235998991283,1.2870333333333333,1.2580430667675382,4.504975250440817,0.19242550266208525,0.010897199312307131,0.8585880328007509,0.011525361575744016,0.9080808048963138,0.010897199312307131,0.8585880328007509
1747623900000,1.2691,1.2706,1.2588,1.2668,476489.0,,1.3127364178648442,1.2848619047619048,1.2569873916589653,4.338911909463889,0.17601398641111743,0.010961685075713767,0.8653051054399881,0.011539093496956818,0.910885182898391,0.010961685075713767,0.8653051054399881
1747624200000,1.2668,1.267,1.26,1.2612,228670.1,,1.3109242318696799,1.2827904761904763,1.2546567205112726,4.38633684945228,0.11628876647926945,0.010678707570305633,0.8467100832782773,0.011312138822108972,0.8969345720035657,0.010678707570305633,0.8467100832782773
1747624500000,1.2613,1.2705,1.2612,1.2701,258549.8,,1.3081010470934544,1.2811714285714284,1.2542418100494024,4.203905569772801,0.29443770132924535,0.010580228458140935,0.8330232625888463,0.011211531881003517,0.8827282797420295,0.010580228458140935,0.8330232625888463
1747624800000,1.2701,1.2718,1.2634,1.2716,309934.3,,1.306689646703715,1.2801047619047619,1.2535198771058087,4.153548301686739,0.34004516158187964,0.010424497853988008,0.8197937916001893,0.01107095528695334,0.8706319036610051,0.010424497853988008,0.8197937916001893
1747625100000,1.2715,1.272,1.2601,1.2613,267075.4,,1.3051757828309658,1.278447619047619,1.2517194552642723,4.18134671849253,0.17922190266016394,0.010529890864417439,0.8348442768903067,0.011112407522605675,0.8810281077147131,0.010529890864417439,0.8348442768903067
1747625400000,1.2611,1.2638,1.2563,1.2607,273621.4,,1.3012840158848964,1.2763380952380952,1.251392174591294,3.908983166744339,0.18656007009104972,0.010313470088387625,0.8180748860464524,0.010931787146475394,0.8671204209149993,0.010313470088387625,0.8180748860464524
1747625700000,1.2608,1.2624,1.2569,1.2604,225928.0,,1.297506005301168,1.2743809523809524,1.2512558994607368,3.629221368541422,0.1977098294825853,0.009969650796359943,0.7909910184354129,0.010660197789151627,0.8457789423319286,0.009969650796359943,0.7909910184354129
1747626000000,1.2604,1.2631,1.2489,1.2516,707254.9,,1.2951677826335966,1.272257142857143,1.2493465030806894,3.6015737706926956,0.049180139474469885,0.010271818596619946,0.8206949981319868,0.010837187899694045,0.8658667225706332,0.010271818596619946,0.8206949981319868
1747626300000,1.2517,1.2553,1.2488,1.2532,337789.1,,1.2903767146903602,1.2699809523809524,1.2495851900715447,3.211979246014661,0.08861669089926712,0.010002402982575678,0.7981489772243598,0.010620328504709352,0.8474567909918092,0.010002402982575678,0.7981489772243598
1747626600000,1.2532,1.2576,1.2521,1.2559,204645.9,,1.287511013178824,1.268357142857143,1.2492032725354618,3.020264509810621,0.17481395018524967,0.009680802769534562,0.7708259232052362,0.010364312079473888,0.8252497873615644,0.009680802769534562,0.7708259232052362
1747626900000,1.2559,1.2643,1.2548,1.2586,267584.8,,1.2871196466355481,1.2676619047619049,1.2482041628882616,3.0698629974682152,0.2671388380842931,0.009667888285996382,0.7681462169073878,0.010321096475500197,0.820045802915954,0.009667888285996382,0.7681462169073878
1747627200000,1.2587,1.2642,1.258,1.2642,325393.6,,1.2867098596044289,1.267295238095238,1.2478806165860472,3.063946099627307,0.4202859016908271,0.009420181979853783,0.7451496582703514,0.010115041651725186,0.8001140366813151,0.009420181979853783,0.7451496582703514
