open_time,open,high,low,close,volume,rsi,cci,macd,macd_signal,stoch_rsi,momentum,rsi_14,rsi_28,macd_line,macd_histogram,macd_crossover
1747601400000,1.2637,1.2637,1.2544,1.2547,627501.4,,,,,,,42.625292276373514,39.31590730879482,-0.008478798319071723,,0
1747601700000,1.2548,1.2644,1.2543,1.2609,335968.4,,,,,,,47.315667417952355,42.73791768132444,-0.0074522243711578895,,0
1747602000000,1.261,1.2828,1.2608,1.2812,869713.8,,,,,,,59.10409644253516,51.94004848940455,-0.004943629689787565,,0
1747602300000,1.2813,1.2932,1.2809,1.2885,922380.5,,,,,,,62.3652758622339,54.65741743172281,-0.0023395326637591918,,0
1747602600000,1.2884,1.2901,1.2818,1.2875,715622.4,,,,-0.00631496995607075,,,61.64013844774491,54.2218941549484,-0.00035239644491924516,0.0059625735111515045,0
1747602900000,1.2876,1.2919,1.2827,1.2874,575142.3,,,,-0.00481187289146969,,,61.56305124513459,54.17712566034851,0.0012005153669345514,0.006012388258404241,0
1747603200000,1.2876,1.299,1.2864,1.2975,649135.6,,,,-0.0032076580963175936,,,66.16545838507237,57.82444858516673,0.0032092010842907914,0.006416859180608385,0
1747603500000,1.2976,1.3033,1.2951,1.3018,522358.5,,,,-0.0015482453667851938,,,67.92628717959133,59.256286463715846,0.005089405551344406,0.006637650918129599,0
1747603800000,1.3016,1.315,1.2999,1.3039,950749.1,,,,9.580823919647853e-05,,,68.78079146609582,59.944994233870034,0.006672022663123167,0.006576214423926688,0
1747604100000,1.3038,1.3142,1.2956,1.3109,506652.0,,,,0.0017555135827206643,,,71.50589758504977,62.156262372681326,0.008394334956817406,0.006638821374096742,0
1747604400000,1.3109,1.3138,1.3051,1.3132,310905.0,,,,0.0033707186216076278,,,72.35962635907434,62.85499195381774,0.00983153877715548,0.0064608201555478514,0
1747604700000,1.3128,1.3176,1.3086,1.3153,270808.1,,,,0.00489918173846327,,,73.15062415714094,63.49321779977915,0.011013034205885841,0.006113852467422571,0
1747605000000,1.3153,1.3155,1.3014,1.309,424538.1,,,,0.006181473090111482,,,66.95976108477728,60.27140172016947,0.011310638496704328,0.005129165406592846,0
1747605300000,1.3094,1.3107,1.3027,1.3055,272881.4,,,,0.007172319633531656,,,63.73269666174723,58.55944752684962,0.011135705807212348,0.003963386173680692,0
1747605600000,1.3056,1.3093,1.2876,1.2944,1181382.4,,,,0.007735111219926385,,,54.72490426586036,53.556328379146116,0.009986277565505297,0.0022511663455789125,0
1747605900000,1.2947,1.3003,1.2905,1.2939,425622.9,,,,0.007974496696032772,,,54.352250671059046,53.343433051631244,0.008932038600458325,0.0009575419044255528,0
1747606200000,1.2935,1.2947,1.2829,1.2866,509276.1,,,,0.007863985777892414,,,49.09569513490259,50.31511867378575,0.007421942105330981,-0.00044204367256143323,-1
1747606500000,1.2865,1.2891,1.2761,1.285,708259.0,,,,0.007496509063561635,,,47.99995798112157,49.674142677246806,0.006026602206238518,-0.001469906857323117,0
1747606800000,1.285,1.298,1.2847,1.2972,792007.0,,,,0.0071647927171253085,,,56.05388975862567,54.27974103610563,0.0058379273313799995,-0.001326865385745309,0
1747607100000,1.2972,1.3048,1.2967,1.3035,552756.7,,,,0.006957062204129174,,,59.538924240534556,56.41573298882007,0.006126140152144632,-0.0008309220519845412,0
1747607400000,1.3033,1.3271,1.3025,1.3241,1033788.4,,,,0.007150737602907056,,,68.3713285801556,62.37613172412567,0.00792543919801858,0.0007747015951115243,1
1747607700000,1.3241,1.3247,1.3086,1.3143,485879.4,,,,0.007413202412426918,,,61.49402812921954,58.43371789626063,0.008463061650506365,0.001049859238079447,0
1747608000000,1.3139,1.3248,1.3139,1.3214,418505.5,,,,0.007801404418351719,,,64.29608398058991,60.31807431242737,0.009354212442050924,0.001552808023699205,0
1747608300000,1.3214,1.3233,1.3121,1.3135,460689.8,,,,0.00810424500765367,,,59.13930693640418,57.31968071172912,0.009315607364861478,0.0012113623572078073,0
1747608600000,1.3133,1.3361,1.3118,1.3268,977910.1,,,,0.00853142982913138,,,64.3266707440648,60.72801977150843,0.01024016911504222,0.0017087392859108392,0
1747608900000,1.3269,1.3438,1.3264,1.339,840589.3,,,,0.00918935649248993,,,68.30193987953464,63.50071387705042,0.011821063145924127,0.0026317066534341967,0
1747609200000,1.339,1.339,1.3171,1.3249,795598.3,,,,0.009711516402042228,,,59.98254483487887,58.54651163447899,0.01180015604025142,0.002088639638209192,0
1747609500000,1.3247,1.3258,1.3142,1.3155,279423.6,,,,0.009949101834971257,,,55.15897755663983,55.550221089776386,0.010899443566687372,0.0009503417317161152,0
1747609800000,1.3156,1.3182,1.3052,1.3097,530553.2,,,,0.00988065524997722,,,52.36104903580016,53.7887765510702,0.009606868910001065,-0.0002737863399761547,-1
1747610100000,1.3096,1.3118,1.3055,1.3104,270984.9,,,,0.009612629887264744,,,52.67306978358539,53.97144973216393,0.00854052843641484,-0.0010721014508499032,0
1747610400000,1.3106,1.3184,1.3078,1.3171,300736.1,,,,0.009318548204512521,,,55.66614884485037,55.70929439350981,0.00814222147350363,-0.0011763267310088907,0
1747610700000,1.3171,1.3271,1.3168,1.3267,248829.2,,,,0.009155474709766782,,,59.607885083898964,58.062074292984136,0.008503180730783821,-0.0006522939789829606,0
1747611000000,1.3265,1.3352,1.3209,1.3212,510725.5,,,,0.008974446724698947,,,56.50805018560383,56.28562855665908,0.008250334784427604,-0.0007241119402713429,0
1747611300000,1.321,1.3312,1.3194,1.329,288045.9,,,,0.008895644864060257,,,59.70818502328446,58.16795388797391,0.008580437421505493,-0.0003152074425547633,0
1747611600000,1.3291,1.3342,1.328,1.3339,258915.5,,,,0.008942948945640702,,,61.61876199634047,59.309412460051504,0.009132165271962478,0.0001892163263217759,1
1747611900000,1.3336,1.3364,1.328,1.335,333110.1,,,,0.009063981098533451,,,62.053770380154845,59.56626612506582,0.009548109710104447,0.00048412861157099557,0
1747612200000,1.3351,1.371,1.3344,1.3706,1173476.5,,,,0.009772198434322638,,,72.79881934844613,66.63490442434363,0.012605067777479384,0.002832869343156746,0
1747612500000,1.3706,1.3755,1.3563,1.3584,1010716.0,,,,0.010594409452479999,,,65.91085012465373,62.73709656505278,0.01388325352510944,0.0032888440726294415,0
1747612800000,1.3586,1.3619,1.3394,1.3549,1271851.5,,,,0.011364980584098718,,,64.03886084675054,61.66396595747296,0.014447265110573593,0.0030822845264748752,0
1747613100000,1.3552,1.3706,1.3537,1.3602,739786.7,,,,0.012121445538146008,,,65.6307366313546,62.666791920526755,0.015147305354335172,0.0030258598161891637,0
1747613400000,1.3606,1.3636,1.3459,1.347,562397.1,,,,0.012591188353587303,,,58.665422845526955,58.700775099475166,0.014470159615352474,0.0018789712617651704,0
1747613700000,1.347,1.3486,1.3369,1.342,581527.0,,,,0.012748124647717199,,,56.231032474164145,57.276851888555925,0.013375869824236775,0.0006277451765195757,0
1747614000000,1.342,1.3506,1.3392,1.3446,559190.1,,,,0.012713198941224059,,,57.22503101447003,57.82849656128112,0.012573496115251492,-0.0001397028259725666,-1
1747614300000,1.3445,1.3463,1.3354,1.3359,673931.9,,,,0.012392069342165196,,,52.89616430645151,55.34854847585987,0.011107550945929745,-0.0012845183962354508,0
1747614600000,1.3358,1.344,1.3206,1.3387,1129509.4,,,,0.011924815164144814,,,54.099614097035,55.97863077678585,0.01005579845206328,-0.0018690167120815337,0
1747614900000,1.3388,1.34,1.3244,1.3339,399759.3,,,,0.011286706904565215,,,51.66282607597842,54.60869265312103,0.008734273866246811,-0.002552433038318404,0
1747615200000,1.3341,1.3341,1.3159,1.3233,500943.1,,,,0.010380119808830586,,,46.66413690046618,51.7105691236351,0.006753771425892063,-0.0036263483829385226,0
1747615500000,1.3234,1.3244,1.3119,1.3204,459024.1,,,,0.009282853974521428,,,45.37074337023048,50.94350732434611,0.0048937906372847895,-0.004389063337236638,0
1747615800000,1.3205,1.3324,1.3181,1.3226,459288.9,,,,0.008137537102278613,,,46.58038729336169,51.50939159251608,0.00355626961330735,-0.004581267488971263,0
1747616100000,1.3226,1.3228,1.3133,1.3197,382035.6,,,,0.006957327273973232,,,45.160826047040885,50.70975579318536,0.0022364879607517096,-0.004720839313221523,0
1747616400000,1.3197,1.3294,1.3169,1.3222,340996.0,,,,0.005841144649906827,,,46.66969594168082,51.38446579648345,0.0013764141536412033,-0.004464730496265623,0
1747616700000,1.3226,1.3229,1.3093,1.3106,558117.5,,,,0.004625220799331773,,,41.02875113057545,48.209074698772184,-0.00023847460296844147,-0.004863695402300214,0
1747617000000,1.3107,1.3191,1.31,1.3121,470075.1,,,,0.0034239116278997612,,,42.00492227849543,48.63473431861759,-0.0013813250578282865,-0.004805236685728048,0
1747617300000,1.3118,1.3137,1.2965,1.301,682871.3,,,,0.002109839461776874,,,37.109529992980775,45.749249813551,-0.003146449202714674,-0.005256288664491548,0
1747617600000,1.301,1.3127,1.3009,1.3124,352055.6,,,,0.0009710470604837693,,,44.2905002548553,48.97360743443406,-0.0035841225446886504,-0.0045551696051724195,0
1747617900000,1.3123,1.3126,1.3042,1.3047,245298.4,,,,-0.0001232482160288628,,,40.89402320707275,47.01626971024807,-0.004500429322079391,-0.0043771811060505286,0
1747618200000,1.3049,1.3059,1.2969,1.3041,329756.4,,,,-0.0011415805321074073,,,40.63254390302366,46.864911402496695,-0.005214909796421585,-0.004073329264314178,0
1747618500000,1.3041,1.3108,1.294,1.294,391161.8,,,,-0.0022174557816986664,,,36.41192684749717,44.37132249067007,-0.0065209567800637025,-0.0043035009983650365,0
1747618800000,1.294,1.2981,1.2888,1.2961,461473.8,,,,-0.003234440365064758,,,37.85728268351636,45.00229984797541,-0.007302378698529122,-0.004067938333464364,0
1747619100000,1.2961,1.3059,1.2951,1.305,300561.8,,,,-0.004011835161549013,,,43.698147991080525,47.61383929076908,-0.0071214143474860325,-0.0031095791859370196,0
1747619400000,1.3048,1.3048,1.2962,1.3015,208189.6,,,,-0.004645004073422008,,,42.025285123269065,46.709299411272575,-0.0071776797209139875,-0.002532675647491979,0
1747619700000,1.3016,1.3016,1.2954,1.2962,165054.7,,,,-0.005228554735005283,,,39.555834376403,45.35618921111274,-0.007562757381338381,-0.002334202646333098,0
1747620000000,1.2963,1.3016,1.2934,1.301,318688.6,,,,-0.005661916818170149,,,42.83219193758297,46.80353474439491,-0.007395365150829614,-0.0017334483326594645,0
1747620300000,1.3011,1.3057,1.2875,1.29,289624.2,,,,-0.006141019975304177,,,37.77840781599974,44.03184962433583,-0.008057432603840287,-0.0019164126285361096,0
1747620600000,1.2898,1.2918,1.2721,1.2732,824588.3,,,,-0.006877714933582653,,,31.638479860847028,40.256063350147606,-0.009824494766696557,-0.0029467798331139035,0
1747620900000,1.2734,1.2786,1.2692,1.2719,928506.2,,,,-0.007742309712580757,,,31.215702722472656,39.980943547470744,-0.011200688828573169,-0.003458379115992412,0
1747621200000,1.2725,1.2819,1.2724,1.2763,448740.4,,,,-0.008553900414241807,,,34.41036608118027,41.38695362650186,-0.01180026322088601,-0.003246362806644202,0
1747621500000,1.2762,1.284,1.2756,1.282,288561.4,,,,-0.009179288021156083,,,38.40164236386239,43.17530490985234,-0.01168083844881318,-0.002501550427657097,0
1747621800000,1.2819,1.2864,1.2793,1.2829,246788.0,,,,-0.009619902855339778,,,39.03249416896601,43.45778851563338,-0.011382362192074558,-0.0017624593367347799,0
1747622100000,1.2827,1.29,1.2804,1.2883,377087.1,,,,-0.009813528386862575,,,42.81660695425517,45.15425237687573,-0.010588030512953761,-0.0007745021260911859,0
1747622400000,1.2881,1.2881,1.2749,1.2773,464154.2,,,,-0.009995327197374207,,,37.685370358191896,42.462876094571754,-0.010722522439420734,-0.0007271952420465268,0
1747622700000,1.2773,1.2779,1.2677,1.2725,435522.5,,,,-0.010213982878273983,,,35.67617873676832,41.34763376448607,-0.01108860560187308,-0.0008746227235990976,0
1747623000000,1.2723,1.2726,1.2643,1.2643,233463.4,,,,-0.010551823917162978,,,32.48942907221418,39.50929315567615,-0.011903188072718951,-0.0013513641555559733,0
1747623300000,1.2646,1.2666,1.2605,1.2648,348358.4,,,,-0.01091463089482217,,,32.88310810915981,39.67888115915943,-0.012365858805458929,-0.0014512279106367598,0
1747623600000,1.2648,1.2692,1.2611,1.2692,269499.1,,,,-0.01117899101614135,,,36.39797442303392,41.18368948543498,-0.012236431501418066,-0.0010574404852767161,0
1747623900000,1.2691,1.2706,1.2588,1.2668,476489.0,,,,-0.01138059977723268,,,35.31170170894863,40.61062394823287,-0.012187034821597997,-0.0008064350443653182,0
1747624200000,1.2668,1.267,1.26,1.2612,228670.1,,,,-0.011595714577423717,,,32.848295863644964,39.28778304138649,-0.012456173778187862,-0.0008604592007641458,0
1747624500000,1.2613,1.2705,1.2612,1.2701,258549.8,,,,-0.011639594746892504,,,40.01097927520822,42.38113205104704,-0.011815115424767653,-0.00017552067787514856,0
1747624800000,1.2701,1.2718,1.2634,1.2716,309934.3,,,,-0.011523387481390819,,,41.15030748665686,42.88971602372324,-0.011058558419384079,0.00046482906200673996,1
1747625100000,1.2715,1.272,1.2601,1.2613,267075.4,,,,-0.011450998643258409,,,36.082661260113525,40.353317862311386,-0.011161443290728768,0.00028955535252964126,0
1747625400000,1.2611,1.2638,1.2563,1.2607,273621.4,,,,-0.011393342596374612,,,35.806038324700225,40.20966871684403,-0.011162718408839423,0.00023062418753518922,0
1747625700000,1.2608,1.2624,1.2569,1.2604,225928.0,,,,-0.011326761795246538,,,35.6588370781724,40.13558586763819,-0.011060438590734245,0.0002663232045122931,0
1747626000000,1.2604,1.2631,1.2489,1.2516,707254.9,,,,-0.011372660285773228,,,31.56018664834066,38.00553619849136,-0.011556254247879982,-0.00018359396210675463,-1
1747626300000,1.2517,1.2553,1.2488,1.2532,337789.1,,,,-0.011435204883735048,,,33.06658109678972,38.61975109707686,-0.011685383275582328,-0.0002501783918472805,0
1747626600000,1.2532,1.2576,1.2521,1.2559,204645.9,,,,-0.011435764180062235,,,35.64093403518234,39.66584038551919,-0.011438001365370987,-2.237185308751402e-06,0
1747626900000,1.2559,1.2643,1.2548,1.2586,267584.8,,,,-0.011328301628081476,,,38.20066070806248,40.71366591160451,-0.01089845142015844,0.00042985020792303714,1
1747627200000,1.2587,1.2642,1.258,1.2642,325393.6,,,,-0.011043602218625605,,,43.24278859800929,42.84853668085524,-0.009904804580802118,0.0011387976378234872,0
1747627500000,1.2641,1.2641,1.2547,1.2614,452154.4,,,,-0.010682240355365072,,,41.42297863802831,42.063150841077444,-0.009236792902322932,0.0014454474530421393,0
1747627800000,1.2609,1.2678,1.2582,1.2637,616051.5,,,,-0.010230728993992504,,,43.52540110192088,42.95386300710543,-0.008424683548502232,0.0018060454454902723,0
1747628100000,1.2635,1.2638,1.2445,1.2461,485544.7,,,,-0.010003862465296352,,,33.590232717868275,38.28328330367521,-0.009096396350511737,0.000907466114784615,0
1747628400000,1.246,1.2537,1.2443,1.2464,288982.2,,,,-0.009902104533023488,,,33.86733604330642,38.40168018977511,-0.009495072803932025,0.00040703172909146296,0
1747628700000,1.2463,1.2517,1.2424,1.2479,279536.4,,,,-0.009837596041037028,,,35.32055400917827,39.008377299804096,-0.009579562073091186,0.0002580339679458428,0
1747629000000,1.248,1.2506,1.2403,1.2463,433539.9,,,,-0.009802921612534168,,,34.45093473310942,38.58796259337501,-0.009664223898522728,0.00013869771401144038,0
1747629300000,1.2461,1.2515,1.2434,1.244,255148.1,,,,-0.00980311660329286,,,33.18605336665266,37.97779120664134,-0.00980389656632763,-7.799630347693487e-07,-1
1747629600000,1.2441,1.2448,1.2306,1.2429,713530.8,,,,-0.009820363420618384,,,32.57014234730791,37.6822649286357,-0.009889350689920473,-6.898726930208883e-05,0
1747629900000,1.2431,1.2467,1.2333,1.234,476902.9,,,,-0.00996700559312741,,,28.036312080521498,35.37271984306727,-0.010553574283163503,-0.0005865686900360934,0
1747630200000,1.2342,1.2347,1.2252,1.2273,865787.8,,,,-0.010271240807493155,,,25.193173916988258,33.75747464187994,-0.011488181664956132,-0.001216940857462977,0
1747630500000,1.2272,1.2363,1.2255,1.2352,376113.6,,,,-0.010508853653249616,,,33.727120010647596,37.26060949753429,-0.011459305036275458,-0.0009504513830258417,0
1747630800000,1.2353,1.2372,1.2307,1.2322,345854.2,,,,-0.010716164275705351,,,32.223757573515655,36.5004467442769,-0.011545406765528288,-0.0008292424898229366,0
1747631100000,1.232,1.242,1.232,1.2384,429757.9,,,,-0.010770272801295258,,,38.34074807816204,39.160597640637604,-0.010986706903654886,-0.00021643410235962744,0
1747631400000,1.2385,1.2398,1.2315,1.2353,232337.0,,,,-0.010750431821408299,,,36.563832802462315,38.32803592004429,-0.010671067901860454,7.936391954784482e-05,1
1747631700000,1.2352,1.2371,1.2283,1.2365,273382.8,,,,-0.01064163311322474,,,37.766198844426725,38.84992468030813,-0.010206438280490504,0.0004351948327342356,0
1747632000000,1.2368,1.2369,1.23,1.2323,251871.2,,,,-0.01052553494496919,,,35.2480164828315,37.69220343785825,-0.010061142271946988,0.00046439267302220144,0
1747632300000,1.2322,1.2339,1.2271,1.228,219805.5,,,,-0.010455561839745255,,,32.83414852875639,36.536221922059106,-0.010175669418849509,0.0002798924208957457,0
1747632600000,1.2281,1.2343,1.22,1.2315,1102910.0,,,,-0.010338496340023512,,,36.63773911392864,38.137693831255135,-0.009870234341136541,0.00046826199888697073,0
1747632900000,1.2315,1.2344,1.2255,1.2295,331198.5,,,,-0.010206396314185961,,,35.40394270203005,37.57579542040902,-0.00967799621083576,0.0005284001033502017,0
1747633200000,1.2293,1.2383,1.2272,1.2366,459655.9,,,,-0.009935259045267486,,,42.77175121182118,40.78752667652174,-0.008850709969593584,0.0010845490756739018,0
1747633500000,1.2367,1.2416,1.234,1.2369,401160.7,,,,-0.009563758599807938,,,43.067240771262135,40.9207188042942,-0.008077756817969739,0.001486001781838199,0
1747633800000,1.2371,1.2406,1.233,1.2404,267689.4,,,,-0.009071188930637747,,,46.53562836402265,42.48595655165564,-0.007100910253956982,0.001970278676680764,0
1747634100000,1.2404,1.2404,1.2316,1.2359,259465.2,,,,-0.00857967653084613,,,42.915617219821364,41.03634216959134,-0.006613626931679661,0.001966049599166469,0
1747634400000,1.2359,1.2407,1.2328,1.2337,347195.4,,,,-0.008130137595996926,,,41.22711319150208,40.33854097490395,-0.006331981856600111,0.0017981557393968155,0
1747634700000,1.234,1.2492,1.23,1.2446,539841.6,,,,-0.007538039027562936,,,51.42457034530324,45.13231732814614,-0.005169644753826974,0.002368394273735962,0
1747635000000,1.2447,1.2564,1.2427,1.2513,716697.0,,,,-0.006763550325363967,,,56.42890483838486,47.8056321886396,-0.0036655955165680876,0.003097954808795879,0
1747635300000,1.2512,1.2512,1.2384,1.2389,431349.2,,,,-0.006097762256873997,,,46.8159833432548,43.71745667816377,-0.0034346099829141163,0.002663152273959881,0
1747635600000,1.2389,1.2403,1.2325,1.2362,368452.8,,,,-0.005564186239867539,,,45.01767723512625,42.88925647972391,-0.0034298821718417027,0.002134304068025836,0
1747635900000,1.2365,1.2464,1.2362,1.2438,329249.5,,,,-0.00500751364464853,,,50.752123530013975,45.88197894971052,-0.0027808232637724917,0.002226690380876038,0
1747636200000,1.2443,1.245,1.2319,1.233,417178.9,,,,-0.004626440814755836,,,43.76650146963032,42.592787700444276,-0.003102149495185058,0.0015242913195707775,0
1747636500000,1.2335,1.2347,1.2211,1.233,731089.9,,,,-0.0043648623888233274,,,43.76650146963032,42.592787700444276,-0.003318548685093292,0.0010463137037300353,0
1747636800000,1.2329,1.2338,1.2281,1.233,307164.6,,,,-0.004181944709322002,,,43.76650146963032,42.592787700444276,-0.003450273991316699,0.000731670718005303,0
1747637100000,1.2332,1.2404,1.2309,1.2351,288367.0,,,,-0.004014883137371166,,,45.585430093534875,43.471591815235705,-0.003346636849567819,0.0006682462878033471,0
1747637400000,1.2355,1.2367,1.2315,1.2347,162514.5,,,,-0.0038637485456912697,,,45.28496091416069,43.340536430460936,-0.003259210178971683,0.0006045383667195865,0
1747637700000,1.2347,1.2347,1.2149,1.2182,880085.4,,,,-0.003984961000478515,,,35.02838087022282,38.38966277039648,-0.0044698108196274955,-0.0004848498191489803,-1
1747638000000,1.2177,1.2283,1.2163,1.2246,563087.9,,,,-0.004159330356275204,,,40.643955949318105,41.09624269700617,-0.004856807779461958,-0.000697477423186754,0
1747638300000,1.2245,1.244,1.2243,1.2435,460226.7,,,,-0.004046858281275254,,,53.441717474544824,48.081260366573716,-0.003596969981275455,0.00044988829999979916,1
1747638600000,1.2434,1.2551,1.2411,1.2501,629949.5,,,,-0.003645972772599294,,,56.93371025723566,50.21904586091816,-0.002042430737895451,0.001603542034703843,0
1747638900000,1.2501,1.2738,1.25,1.273,933188.4,,,,-0.002711664357179294,,,66.36114985260474,56.642775729743654,0.0010255693045007064,0.0037372336616800002,0
1747639200000,1.2731,1.2778,1.264,1.2737,788682.5,,,,-0.0014746462661875224,,,66.60182226606373,56.819407764808076,0.003473426097779564,0.004948072363967086,0
1747639500000,1.2737,1.2808,1.2672,1.2691,585928.7,,,,-0.00018277144367296564,,,63.392118782766495,55.28455789540406,0.004984727846385262,0.005167499290058227,0
1747639800000,1.269,1.2858,1.2681,1.2817,619854.2,,,,0.0012772065166071149,,,67.9485413791129,58.47114733356545,0.007117118357727437,0.0058399118411203215,0
1747640100000,1.2816,1.2875,1.2782,1.2846,498055.4,,,,0.002809370604026724,,,68.90775132239517,59.165716095684125,0.008938026953705158,0.006128656349678434,0
1747640400000,1.2846,1.2913,1.2795,1.2913,625384.3,,,,0.004406952447226799,,,71.06246189200296,60.738967412668906,0.010797279820027095,0.006390327372800296,0
1747640700000,1.2912,1.2922,1.2646,1.2702,916160.5,,,,0.005615106479597928,,,57.53890989648596,53.950516435385495,0.010447722609082444,0.004832616129484516,0
1747641000000,1.2701,1.2789,1.2648,1.2764,496629.0,,,,0.006601960689286226,,,59.950699290342506,55.46717232240353,0.010549377528039416,0.003947416838753191,0
1747641300000,1.2765,1.2847,1.2748,1.2834,307790.3,,,,0.00749500963686651,,,62.53790709015755,57.120696799692304,0.011067205427187643,0.0035721957903211334,0
1747641600000,1.2835,1.2843,1.2659,1.2666,663826.7,,,,0.007997331330860655,,,53.590095504463676,52.288526125714355,0.010006618106837228,0.0020092867759765737,0
1747641900000,1.2665,1.2722,1.246,1.2531,1177522.3,,,,0.007994808067523963,,,47.685755901013394,48.845116624109096,0.00798471501417719,-1.0093053346772393e-05,-1
1747642200000,1.2531,1.2634,1.2504,1.2631,513315.2,,,,0.007817312413812881,,,51.912177569355876,51.30830520712157,0.0071073297989685535,-0.0007099826148443279,0
1747642500000,1.263,1.2691,1.2549,1.2679,583502.9,,,,0.007598216031369222,,,53.83990439183633,52.448067384379726,0.006721830501594583,-0.0008763855297746386,0
1747642800000,1.2677,1.2771,1.2606,1.265,1303454.9,,,,0.007300944834938942,,,52.47131315190735,51.68998434866639,0.006111860049217821,-0.001189084785721121,0
1747643100000,1.265,1.2666,1.2452,1.2491,1388904.5,,,,0.006699943083150618,,,45.62363733186524,47.76456124152597,0.00429593607599732,-0.0024040070071532985,0
1747643400000,1.249,1.2495,1.2373,1.2418,676349.0,,,,0.0058083366464266655,,,42.858189328710694,46.0977745042333,0.0022419108995308523,-0.0035664257468958132,0
1747643700000,1.2418,1.2478,1.2377,1.2437,396707.8,,,,0.004798399322046714,,,43.81280458288075,46.600735751819066,0.0007586500245269079,-0.004039749297519806,0
1747644000000,1.2436,1.2438,1.2332,1.234,556921.7,,,,0.0036015427156914056,,,40.12714321422255,44.4069646206282,-0.0011858837097298291,-0.004787426425421235,0
1747644300000,1.234,1.2472,1.234,1.2459,353917.6,,,,0.0025319188311303956,,,46.11587820841187,47.54839077245832,-0.001746576707113645,-0.004278495538244041,0
1747644600000,1.2457,1.2481,1.2421,1.244,259464.1,,,,0.0015620292576969405,,,45.336153832913105,47.10763432938255,-0.0023175290360368805,-0.003879558293733821,0
1747644900000,1.2439,1.2482,1.24,1.246,340623.6,,,,0.000733843083673947,,,46.36418571632675,47.637485625277,-0.0025789016124180275,-0.0033127446960919743,0
1747645200000,1.246,1.256,1.2399,1.2474,854638.7,,,,5.855234841274874e-05,,,47.11395937100126,48.01551630852065,-0.0026426105926320442,-0.002701162941044793,0
1747645500000,1.2475,1.25,1.2362,1.2408,364766.0,,,,-0.0005909392296471565,,,43.991850039138285,46.37857129387558,-0.0031889055418867773,-0.0025979663122396206,0
1747645800000,1.2408,1.2498,1.2395,1.2458,221113.6,,,,-0.0011090940242190225,,,46.864571028285226,47.77729579127193,-0.0031817132025064865,-0.002072619178287464,0
1747646100000,1.2457,1.2503,1.2427,1.2456,198490.7,,,,-0.0015184299703382437,,,46.761253729901604,47.72565416049246,-0.0031557737548151277,-0.001637343784476884,0
