open_time,open,high,low,close,volume,super_trend,volume_sma,trend_direction,ema_9,ema_21,ema_50
1747605900000,1.2947,1.3003,1.2905,1.2939,425622.9,,,,1.2995764689778688,1.2905554799450536,
1747606200000,1.2935,1.2947,1.2829,1.2866,509276.1,,,,1.296981175182295,1.2901958908591395,
1747606500000,1.2865,1.2891,1.2761,1.285,708259.0,,,,1.294584940145836,1.2897235371446722,
1747606800000,1.285,1.298,1.2847,1.2972,792007.0,,,,1.2951079521166688,1.2904032155860656,
1747607100000,1.2972,1.3048,1.2967,1.3035,552756.7,,,,1.2967863616933353,1.2915938323509688,
1747607400000,1.3033,1.3271,1.3025,1.3241,1033788.4,,,,1.3022490893546683,1.2945489385008806,1.288243860415736
1747607700000,1.3241,1.3247,1.3086,1.3143,485879.4,,,,1.3046592714837348,1.296344489546255,1.2892656698111973
1747608000000,1.3139,1.3248,1.3139,1.3214,418505.5,,,,1.308007417186988,1.2986222632238682,1.290525839622523
1747608300000,1.3214,1.3233,1.3121,1.3135,460689.8,,,,1.3091059337495905,1.299974784748971,1.2914267870883065
1747608600000,1.3133,1.3361,1.3118,1.3268,977910.1,,,,1.3126447469996725,1.3024134406808827,1.2928139719083729
1747608900000,1.3269,1.3438,1.3264,1.339,840589.3,,,,1.317915797599738,1.3057394915280751,1.2946251886962798
1747609200000,1.339,1.339,1.3171,1.3249,795598.3,,,,1.3193126380797904,1.3074813559346137,1.2958124361983865
1747609500000,1.3247,1.3258,1.3142,1.3155,279423.6,,,,1.3185501104638324,1.3082103235769216,1.29658449752394
1747609800000,1.3156,1.3182,1.3052,1.3097,530553.2,,,,1.316780088371066,1.3083457487062924,1.2970988309543738
1747610100000,1.3096,1.3118,1.3055,1.3104,270984.9,,,,1.315504070696853,1.3085324988239022,1.2976204454267515
1747610400000,1.3106,1.3184,1.3078,1.3171,300736.1,,,,1.3158232565574826,1.3093113625671837,1.2983843495276632
1747610700000,1.3171,1.3271,1.3168,1.3267,248829.2,,,,1.3179986052459862,1.3108921477883488,1.299494767193245
1747611000000,1.3265,1.3352,1.3209,1.3212,510725.5,,,,1.318638884196789,1.3118292252621353,1.30034595279351
1747611300000,1.321,1.3312,1.3194,1.329,288045.9,,,,1.3207111073574314,1.3133902047837593,1.3014696409192548
1747611600000,1.3291,1.3342,1.328,1.3339,258915.5,,,,1.3233488858859452,1.3152547316215994,1.302741419706735
1747611900000,1.3336,1.3364,1.328,1.335,333110.1,,,,1.3256791087087563,1.317049756019636,1.3040064620711769
1747612200000,1.3351,1.371,1.3344,1.3706,1173476.5,,,,1.3346632869670052,1.3219179600178508,1.3066179733625034
1747612500000,1.3706,1.3755,1.3563,1.3584,1010716.0,,,,1.3394106295736043,1.3252345091071371,1.3086486410737779
1747612800000,1.3586,1.3619,1.3394,1.3549,1271851.5,,,,1.3425085036588835,1.3279313719155792,1.3104624198551984
1747613100000,1.3552,1.3706,1.3537,1.3602,739786.7,,,,1.3460468029271069,1.3308648835596175,1.3124129131942102
1747613400000,1.3606,1.3636,1.3459,1.347,562397.1,,,,1.3462374423416856,1.332331712326925,1.3137692695395353
1747613700000,1.347,1.3486,1.3369,1.342,581527.0,,,,1.3453899538733487,1.3332106475699317,1.3148763570085733
1747614000000,1.342,1.3506,1.3392,1.3446,559190.1,,,,1.345231963098679,1.3342460432453924,1.3160419900670606
1747614300000,1.3445,1.3463,1.3354,1.3359,673931.9,,,,1.3433655704789433,1.3343964029503568,1.3168207355546269
1747614600000,1.3358,1.344,1.3206,1.3387,1129509.4,,,,1.3424324563831547,1.334787639045779,1.3176787459250336
1747614900000,1.3388,1.34,1.3244,1.3339,399759.3,,,,1.3407259651065238,1.3347069445870716,1.3183148735358168
1747615200000,1.3341,1.3341,1.3159,1.3233,500943.1,,,,1.337240772085219,1.3336699496246105,1.318510368691275
1747615500000,1.3234,1.3244,1.3119,1.3204,459024.1,,,,1.3338726176681754,1.3324635905678277,1.3185844718798525
1747615800000,1.3205,1.3324,1.3181,1.3226,459288.9,,,,1.3316180941345404,1.331566900516207,1.3187419435708387
1747616100000,1.3226,1.3228,1.3133,1.3197,382035.6,,,,1.3292344753076324,1.3304880913783699,1.318779514411198
1747616400000,1.3197,1.3294,1.3169,1.3222,340996.0,,,,1.327827580246106,1.3297346285257907,1.318913651100955
1747616700000,1.3226,1.3229,1.3093,1.3106,558117.5,,,,1.3243820641968849,1.327995116841628,1.3185876255675841
1747617000000,1.3107,1.3191,1.31,1.3121,470075.1,,,,1.321925651357508,1.3265501062196619,1.3183332088786592
1747617300000,1.3118,1.3137,1.2965,1.301,682871.3,,,,1.3177405210860065,1.3242273692906017,1.3176534751971432
1747617600000,1.301,1.3127,1.3009,1.3124,352055.6,,,,1.3166724168688053,1.323152153900547,1.3174474565619612
1747617900000,1.3123,1.3126,1.3042,1.3047,245298.4,,,,1.3142779334950443,1.3214746853641337,1.3169475563046293
1747618200000,1.3049,1.3059,1.2969,1.3041,329756.4,,,,1.3122423467960356,1.3198951685128488,1.316443730567193
1747618500000,1.3041,1.3108,1.294,1.294,391161.8,,,,1.3085938774368286,1.317541062284408,1.3155635842704403
1747618800000,1.294,1.2981,1.2888,1.2961,461473.8,,,,1.3060951019494629,1.3155918748040072,1.3148003064559133
1747619100000,1.2961,1.3059,1.2951,1.305,300561.8,,,,1.3058760815595705,1.3146289770945518,1.3144159807125442
1747619400000,1.3048,1.3048,1.2962,1.3015,208189.6,,,,1.3050008652476566,1.3134354337223197,1.3139094716649935
1747619700000,1.3016,1.3016,1.2954,1.2962,165054.7,,,,1.3032406921981254,1.3118685761111997,1.3132149825800918
1747620000000,1.2963,1.3016,1.2934,1.301,318688.6,,,,1.3027925537585003,1.3108805237374541,1.3127359636553824
1747620300000,1.3011,1.3057,1.2875,1.29,289624.2,,,,1.3002340430068002,1.3089822943067764,1.3118443572375242
1747620600000,1.2898,1.2918,1.2721,1.2732,824588.3,,,,1.2948272344054403,1.3057293584607057,1.3103288922478173
1747620900000,1.2734,1.2786,1.2692,1.2719,928506.2,,,,1.2902417875243524,1.3026539622370052,1.30882187686555
1747621200000,1.2725,1.2819,1.2724,1.2763,448740.4,,,,1.287453430019482,1.3002581474881865,1.3075465091453324
1747621500000,1.2762,1.284,1.2756,1.282,288561.4,,,,1.2863627440155856,1.2985983158983514,1.3065446852572802
1747621800000,1.2819,1.2864,1.2793,1.2829,246788.0,,,,1.2856701952124685,1.2971711962712285,1.3056174426981713
1747622100000,1.2827,1.29,1.2804,1.2883,377087.1,,,,1.2861961561699748,1.296364723882935,1.304938327298243
1747622400000,1.2881,1.2881,1.2749,1.2773,464154.2,,,,1.28441692493598,1.2946315671663045,1.303854471325763
1747622700000,1.2773,1.2779,1.2677,1.2725,435522.5,,,,1.282033539948784,1.292619606514822,1.3026248842149488
1747623000000,1.2723,1.2726,1.2643,1.2643,233463.4,,,,1.2784868319590275,1.2900450968316564,1.3011219475790685
1747623300000,1.2646,1.2666,1.2605,1.2648,348358.4,,,,1.2757494655672221,1.2877500880287784,1.2996975574779286
1747623600000,1.2648,1.2692,1.2611,1.2692,269499.1,,,,1.2744395724537778,1.2860637163897986,1.2985015748317355
1747623900000,1.2691,1.2706,1.2588,1.2668,476489.0,,,,1.2729116579630222,1.2843124694452714,1.2972583758187262
1747624200000,1.2668,1.267,1.26,1.2612,228670.1,,,,1.2705693263704179,1.2822113358593377,1.2958443218650506
1747624500000,1.2613,1.2705,1.2612,1.2701,258549.8,,,,1.2704754610963345,1.2811103053266706,1.2948347406154408
1747624800000,1.2701,1.2718,1.2634,1.2716,309934.3,,,,1.2707003688770677,1.280245732115155,1.293923574316796
1747625100000,1.2715,1.272,1.2601,1.2613,267075.4,,,,1.2688202951016543,1.278523392831959,1.2926442184612355
1747625400000,1.2611,1.2638,1.2563,1.2607,273621.4,,,,1.2671962360813234,1.27690308439269,1.2913915040117752
1747625700000,1.2608,1.2624,1.2569,1.2604,225928.0,,,,1.2658369888650587,1.2754028039933545,1.2901761509132743
1747626000000,1.2604,1.2631,1.2489,1.2516,707254.9,,,,1.262989591092047,1.2732389127212314,1.2886633606813813
1747626300000,1.2517,1.2553,1.2488,1.2532,337789.1,,,,1.2610316728736377,1.2714171933829375,1.2872726406546606
1747626600000,1.2532,1.2576,1.2521,1.2559,204645.9,,,,1.2600053382989103,1.270006539439034,1.2860423410211446
1747626900000,1.2559,1.2643,1.2548,1.2586,267584.8,,,,1.2597242706391283,1.2689695813082127,1.2849661707850213
1747627200000,1.2587,1.2642,1.258,1.2642,325393.6,,,,1.2606194165113027,1.268535983007466,1.284151811146393
1747627500000,1.2641,1.2641,1.2547,1.2614,452154.4,,,,1.2607755332090422,1.2678872572795146,1.2832595832582991
1747627800000,1.2609,1.2678,1.2582,1.2637,616051.5,,,,1.2613604265672338,1.2675065975268314,1.2824925407775816
1747628100000,1.2635,1.2638,1.2445,1.2461,485544.7,,,,1.258308341253787,1.2655605432062103,1.2810653823157157
1747628400000,1.246,1.2537,1.2443,1.2464,288982.2,,,,1.2559266730030296,1.2638186756420093,1.2797059555582366
1747628700000,1.2463,1.2517,1.2424,1.2479,279536.4,,,,1.2543213384024239,1.2623715233109176,1.2784586631834038
1747629000000,1.248,1.2506,1.2403,1.2463,433539.9,,,,1.2527170707219393,1.2609104757371978,1.2771975391369959
1747629300000,1.2461,1.2515,1.2434,1.244,255148.1,,,,1.2509736565775516,1.2593731597610889,1.2758956748571137
1747629600000,1.2441,1.2448,1.2306,1.2429,713530.8,,,,1.2493589252620414,1.257875599782808,1.2746017268235015
1747629900000,1.2431,1.2467,1.2333,1.234,476902.9,,,,1.2462871402096332,1.2557050907116436,1.2730095022421877
1747630200000,1.2342,1.2347,1.2252,1.2273,865787.8,,,,1.2424897121677065,1.2531228097378577,1.271216972742494
1747630500000,1.2272,1.2363,1.2255,1.2352,376113.6,,,,1.2410317697341653,1.2514934633980523,1.2698045424388669
1747630800000,1.2353,1.2372,1.2307,1.2322,345854.2,,,,1.2392654157873322,1.2497395121800476,1.2683298545000878
1747631100000,1.232,1.242,1.232,1.2384,429757.9,,,,1.2390923326298657,1.2487086474364069,1.2671561347157707
1747631400000,1.2385,1.2398,1.2315,1.2353,232337.0,,,,1.2383338661038927,1.2474896794876427,1.2659068745308386
1747631700000,1.2352,1.2371,1.2283,1.2365,273382.8,,,,1.2379670928831141,1.2464906177160386,1.2647536637649235
1747632000000,1.2368,1.2369,1.23,1.2323,251871.2,,,,1.2368336743064914,1.245200561560035,1.26348097106826
1747632300000,1.2322,1.2339,1.2271,1.228,219805.5,,,,1.2350669394451932,1.2436368741454864,1.2620895604381321
1747632600000,1.2281,1.2343,1.22,1.2315,1102910.0,,,,1.2343535515561546,1.242533521950442,1.2608899698327152
1747632900000,1.2315,1.2344,1.2255,1.2295,331198.5,,,,1.2333828412449237,1.2413486563185836,1.259658990623589
1747633200000,1.2293,1.2383,1.2272,1.2366,459655.9,,,,1.234026272995939,1.2409169602896215,1.2587547164814876
1747633500000,1.2367,1.2416,1.234,1.2369,401160.7,,,,1.2346010183967513,1.240551782081474,1.2578976687763312
1747633800000,1.2371,1.2406,1.233,1.2404,267689.4,,,,1.235760814717401,1.240537983710431,1.2572114856870633
1747634100000,1.2404,1.2404,1.2316,1.2359,259465.2,,,,1.235788651773921,1.2401163488276643,1.2563757411503158
1747634400000,1.2359,1.2407,1.2328,1.2337,347195.4,,,,1.2353709214191368,1.2395330443887858,1.255486496399323
1747634700000,1.234,1.2492,1.23,1.2446,539841.6,,,,1.2372167371353096,1.2399936767170778,1.2550595749718987
1747635000000,1.2447,1.2564,1.2427,1.2513,716697.0,,,,1.2400333897082478,1.2410215242882525,1.2549121406592751
1747635300000,1.2512,1.2512,1.2384,1.2389,431349.2,,,,1.2398067117665983,1.240828658443866,1.2542842135745977
1747635600000,1.2389,1.2403,1.2325,1.2362,368452.8,,,,1.2390853694132786,1.2404078713126054,1.2535750287285352
1747635900000,1.2365,1.2464,1.2362,1.2438,329249.5,,,,1.240028295530623,1.2407162466478232,1.2531916942685928
1747636200000,1.2443,1.245,1.2319,1.233,417178.9,,,,1.2386226364244985,1.2400147696798391,1.2523998631208049
1747636500000,1.2335,1.2347,1.2211,1.233,731089.9,,,,1.237498109139599,1.2393770633453083,1.251639084174891
1747636800000,1.2329,1.2338,1.2281,1.233,307164.6,,,,1.2365984873116793,1.2387973303139166,1.2509081396974444
1747637100000,1.2332,1.2404,1.2309,1.2351,288367.0,,,,1.2362987898493436,1.2384612093762877,1.250288212650486
1747637400000,1.2355,1.2367,1.2315,1.2347,162514.5,,,,1.235979031879475,1.2381192812511705,1.2496769101936043
1747637700000,1.2347,1.2347,1.2149,1.2182,880085.4,,,,1.23242322550358,1.236308437501064,1.248442521558561
1747638000000,1.2177,1.2283,1.2163,1.2246,563087.9,,,,1.2308585804028642,1.2352440340918762,1.2475075207131274
1747638300000,1.2245,1.244,1.2243,1.2435,460226.7,,,,1.2333868643222914,1.2359945764471603,1.2473503630381029
1747638600000,1.2434,1.2551,1.2411,1.2501,629949.5,,,,1.2367294914578333,1.2372768876792366,1.2474581919385694
1747638900000,1.2501,1.2738,1.25,1.273,933188.4,,,,1.2439835931662666,1.2405244433447604,1.2484598314703903
1747639200000,1.2731,1.2778,1.264,1.2737,788682.5,,,,1.2499268745330134,1.2435404030406914,1.2494496420009633
1747639500000,1.2737,1.2808,1.2672,1.2691,585928.7,,,,1.2537614996264108,1.245864002764265,1.2502202442754353
1747639800000,1.269,1.2858,1.2681,1.2817,619854.2,,,,1.2593491997011288,1.2491218206947863,1.251454744499928
1747640100000,1.2816,1.2875,1.2782,1.2846,498055.4,,,,1.2643993597609031,1.252347109722533,1.2527545584411073
1747640400000,1.2846,1.2913,1.2795,1.2913,625384.3,,,,1.2697794878087225,1.255888281565939,1.2542661443845933
1747640700000,1.2912,1.2922,1.2646,1.2702,916160.5,,,,1.2698635902469781,1.2571893468781263,1.2548910014675505
1747641000000,1.2701,1.2789,1.2648,1.2764,496629.0,,,,1.2711708721975825,1.2589357698892056,1.255734491606078
1747641300000,1.2765,1.2847,1.2748,1.2834,307790.3,,,,1.273616697758066,1.2611597908083687,1.2568194135038788
1747641600000,1.2835,1.2843,1.2659,1.2666,663826.7,,,,1.272213358206453,1.2616543552803352,1.2572029659154915
1747641900000,1.2665,1.2722,1.246,1.2531,1177522.3,,,,1.2683906865651624,1.2608766866184866,1.2570420652913545
1747642200000,1.2531,1.2634,1.2504,1.2631,513315.2,,,,1.26733254925213,1.2610788060168059,1.2572796313583603
1747642500000,1.263,1.2691,1.2549,1.2679,583502.9,,,,1.267446039401704,1.2616989145607327,1.2576961164031306
1747642800000,1.2677,1.2771,1.2606,1.265,1303454.9,,,,1.2669568315213633,1.2619990132370296,1.2579825432108511
1747643100000,1.265,1.2666,1.2452,1.2491,1388904.5,,,,1.2633854652170908,1.2608263756700269,1.2576342081829746
1747643400000,1.249,1.2495,1.2373,1.2418,676349.0,,,,1.2590683721736728,1.2590967051545698,1.2570132588424658
1747643700000,1.2418,1.2478,1.2377,1.2437,396707.8,,,,1.2559946977389385,1.2576970046859726,1.2564911702604085
1747644000000,1.2436,1.2438,1.2332,1.234,556921.7,,,,1.2515957581911508,1.2555427315327023,1.2556091635835298
1747644300000,1.234,1.2472,1.234,1.2459,353917.6,,,,1.2504566065529208,1.2546661195751838,1.2552284120704502
1747644600000,1.2457,1.2481,1.2421,1.244,259464.1,,,,1.2491652852423367,1.2536964723410762,1.2547880821853346
1747644900000,1.2439,1.2482,1.24,1.246,340623.6,,,,1.2485322281938693,1.252996793037342,1.2544434515113998
1747645200000,1.246,1.256,1.2399,1.2474,854638.7,,,,1.2483057825550956,1.2524879936703108,1.254167237726639
1747645500000,1.2475,1.25,1.2362,1.2408,364766.0,,,,1.2468046260440766,1.2514254487911916,1.2536430323255945
1747645800000,1.2408,1.2498,1.2395,1.2458,221113.6,,,,1.2466037008352613,1.2509140443556286,1.2533354624304731
1747646100000,1.2457,1.2503,1.2427,1.2456,198490.7,,,,1.246402960668209,1.2504309494142078,1.2530321109626115
1747646400000,1.2455,1.2519,1.2412,1.2507,348632.8,,,,1.2472623685345672,1.2504554085583708,1.2529406556307443
1747646700000,1.2508,1.2527,1.2449,1.245,255781.6,,,,1.2468098948276538,1.2499594623257917,1.2526292573707152
1747647000000,1.2451,1.2484,1.2436,1.2437,204190.9,,,,1.2461879158621232,1.2493904202961743,1.252279090415001
1747647300000,1.2436,1.2488,1.2413,1.2426,217703.3,,,,1.2454703326896985,1.2487731093601584,1.2518995182418637
1747647600000,1.2428,1.2498,1.2428,1.2498,213200.8,,,,1.246336266151759,1.2488664630546895,1.2518171841931633
1747647900000,1.2492,1.2554,1.2419,1.2457,1001821.9,,,,1.2462090129214072,1.2485786027769905,1.251577294616961
1747648200000,1.2457,1.2461,1.2384,1.2427,301483.7,,,,1.2455072103371259,1.2480441843427186,1.251229165416296
1747648500000,1.2428,1.2485,1.242,1.2443,203082.7,,,,1.2452657682697008,1.247703803947926,1.2509574334391864
1747648800000,1.2442,1.2471,1.2352,1.2359,356225.0,,,,1.2433926146157608,1.2466307308617508,1.250366945853336
1747649100000,1.236,1.2374,1.2272,1.2317,659140.7,,,,1.2410540916926087,1.2452733916925007,1.2496349087610483
1747649400000,1.2316,1.2351,1.2286,1.2299,518306.7,,,,1.238823273354087,1.243875810629546,1.2488609907704191
1747649700000,1.2298,1.2428,1.2297,1.2428,372811.4,,,,1.2396186186832696,1.2437780096632236,1.2486233048578537
1747650000000,1.2429,1.2504,1.2372,1.2479,439403.3,,,,1.2412748949466157,1.244152736057476,1.2485949399614673
1747650300000,1.2479,1.2525,1.2458,1.252,263768.3,,,,1.2434199159572925,1.2448661236886145,1.2487284717276843
1747650600000,1.252,1.2527,1.2413,1.2463,427365.1,,,,1.243995932765834,1.2449964760805585,1.248633237542285
1747650900000,1.2463,1.248,1.242,1.2473,139462.9,,,,1.2446567462126674,1.2452058873459622,1.2485809537170975
1747651200000,1.2472,1.2543,1.2458,1.2468,246074.6,,,,1.245085396970134,1.2453508066781473,1.2485111123948585
1747651500000,1.2466,1.2505,1.2441,1.2443,270341.1,,,,1.2449283175761072,1.2452552787983158,1.248345970732315
1747651800000,1.2443,1.2481,1.2408,1.241,245183.3,,,,1.2441426540608858,1.244868435271196,1.2480578934486948
1747652100000,1.241,1.2426,1.2358,1.2369,339961.0,,,,1.2426941232487088,1.2441440320647237,1.2476203289997263
1747652400000,1.2369,1.2437,1.2323,1.2437,331085.7,,,,1.242895298598967,1.244103665513385,1.2474665906075801
1747652700000,1.2436,1.2467,1.2381,1.2394,310486.0,,,,1.2421962388791736,1.2436760595576228,1.2471502537210084
1747653000000,1.2396,1.2435,1.2348,1.2368,286536.7,,,,1.241116991103339,1.2430509632342026,1.2467443614182239
1747653300000,1.2369,1.2439,1.2352,1.2425,287250.5,,,,1.2413935928826714,1.2430008756674569,1.2465779158724113
1747653600000,1.2424,1.2432,1.2374,1.2385,270306.0,,,,1.2408148743061371,1.2425917051522335,1.246261134857807
1747653900000,1.2384,1.2435,1.2361,1.2431,140550.3,,,,1.24127189944491,1.2426379137747576,1.2461371687849518
1747654200000,1.2431,1.2436,1.2372,1.2389,143797.3,,,,1.240797519555928,1.2422981034315979,1.2458533582443656
1747654500000,1.239,1.247,1.239,1.2458,263190.9,,,,1.2417980156447426,1.2426164576650889,1.2458512657641945
1747654800000,1.2462,1.2629,1.2462,1.2625,620047.1,,,,1.2459384125157942,1.244424052422808,1.2465041573028535
1747655100000,1.2626,1.263,1.2546,1.259,495173.3,,,,1.2485507300126353,1.2457491385661892,1.2469941903498005
1747655400000,1.2592,1.2592,1.25,1.2529,303197.4,,,,1.2494205840101082,1.2463992168783538,1.2472257907282398
1747655700000,1.253,1.2558,1.25,1.2508,191770.0,,,,1.2496964672080866,1.2467992880712306,1.2473659557977206
1747656000000,1.2509,1.257,1.248,1.2486,319181.0,,,,1.2494771737664694,1.2469629891556642,1.2474143496880061
1747656300000,1.2486,1.249,1.237,1.2383,406154.9,,,,1.2472417390131756,1.2461754446869673,1.247056924210045
1747656600000,1.2382,1.241,1.2351,1.2392,474417.1,,,,1.2456333912105406,1.2455413133517883,1.2467488095351413
1747656900000,1.2394,1.2418,1.2354,1.2386,300301.6,,,,1.2442267129684326,1.244910284865262,1.2464292483769006
1747657200000,1.2389,1.2411,1.233,1.2403,320529.9,,,,1.243441370374746,1.2444911680593291,1.2461888856954535
1747657500000,1.2403,1.2437,1.238,1.2436,246350.5,,,,1.2434730962997969,1.2444101527812084,1.24608736076622
1747657800000,1.2434,1.2434,1.2357,1.2357,271699.1,,,,1.2419184770398375,1.2436183207101894,1.2456800132851917
1747658100000,1.2359,1.2389,1.2315,1.2365,459647.7,,,,1.24083478163187,1.2429712006456266,1.245320012764204
1747658400000,1.2363,1.2436,1.2354,1.2389,344920.3,,,,1.2404478253054962,1.2426010914960242,1.2450682475577646
1747658700000,1.2388,1.2405,1.2356,1.2363,239389.9,,,,1.239618260244397,1.2420282649963856,1.244724394712362
1747659000000,1.2364,1.2396,1.23,1.2321,256670.6,,,,1.2381146081955177,1.2411256954512597,1.2442293204099166
1747659300000,1.2321,1.2343,1.2286,1.2338,356881.0,,,,1.2372516865564143,1.2404597231375087,1.2438203274526651
1747659600000,1.2337,1.2443,1.2322,1.2395,604184.8,,,,1.2377013492451314,1.2403724755795533,1.2436509028466782
1747659900000,1.2397,1.2405,1.2288,1.229,308397.9,,,,1.2359610793961051,1.2393386141632303,1.2430763576370045
1747660200000,1.229,1.2328,1.2285,1.2321,494484.1,,,,1.2351888635168842,1.2386805583302094,1.242645912239475
1747660500000,1.2316,1.2388,1.231,1.2358,353395.5,,,,1.2353110908135074,1.2384186893910993,1.242377445092829
1747660800000,1.236,1.2399,1.2331,1.2344,276268.1,,,,1.235128872650806,1.2380533539919085,1.2420646041087966
1747661100000,1.2343,1.2375,1.2299,1.23,397758.1,,,,1.234103098120645,1.237321230901735,1.24159148237904
1747661400000,1.2301,1.2428,1.2251,1.2374,1061582.4,,,,1.234762478496516,1.23732839172885,1.2414271105210384
1747661700000,1.2373,1.2632,1.2286,1.2598,1447147.8,,,,1.2397699827972128,1.2393712652080455,1.2421476159908016
1747662000000,1.2599,1.2666,1.2488,1.2666,1290875.9,,,,1.2451359862377702,1.2418466047345869,1.2431065330107702
1747662300000,1.2667,1.2734,1.2527,1.2538,1318371.5,,,,1.2468687889902164,1.2429332770314425,1.2435258846574067
1747662600000,1.2537,1.256,1.2491,1.2504,603483.2,,,,1.2475750311921732,1.243612070028584,1.2437954578080965
1747662900000,1.2506,1.2566,1.2465,1.2475,505389.6,,,,1.2475600249537386,1.2439655182078035,1.2439407339724848
1747663200000,1.2475,1.2522,1.2417,1.2492,631748.9,,,,1.247888019962991,1.2444413801889123,1.244146979699054
1747663500000,1.2494,1.2497,1.2344,1.2475,844740.2,,,,1.2478104159703929,1.2447194365353746,1.244278470691248
1747663800000,1.2475,1.2475,1.2331,1.234,436788.9,,,,1.2450483327763144,1.243744942304886,1.2438753934092384
1747664100000,1.2339,1.2526,1.2332,1.246,597434.2,,,,1.2452386662210515,1.2439499475498963,1.2439587113147585
1747664400000,1.2459,1.2525,1.2387,1.2402,392112.2,,,,1.2442309329768413,1.2436090432271785,1.2438113108710425
1747664700000,1.2402,1.2404,1.2304,1.237,618122.8,,,,1.2427847463814732,1.2430082211156168,1.2435442006408055
1747665000000,1.2372,1.246,1.2345,1.244,416493.8,,,,1.2430277971051786,1.243098382832379,1.24356207512548
